o,h,l,c,v,qav,num_trades
243.3,243.73,241.25,243.32,51431.15354,12481376.021662,24805.0
243.32,244.66,242.5,243.32,52046.24787,12668322.7026281,25179.0
243.32,243.7,240.68,243.19,50708.58637,12300392.2833675,25363.0
243.21,245.15,242.05,243.8,56528.36419,13783747.3696568,29518.0
243.79,244.67,243.32,243.65,37634.36713,9180134.2061132,20014.0
243.63,244.88,242.8,243.58,43964.08539,10718290.1871669,22062.0
243.59,243.85,242.2,242.57,49473.25224,12025230.9953637,21975.0
242.57,243.95,242.29,243.47,36743.72098,8941491.1101202,20167.0
243.49,250.28,242.0,246.75,203416.03665,50073102.8707231,70571.0
246.76,248.58,245.92,247.78,60054.15476,14858998.8779386,30541.0
247.78,250.09,247.72,248.18,107420.56722,26738491.0800698,41885.0
248.17,248.76,245.12,246.16,74666.00116,18437911.4005283,30897.0
246.16,246.87,244.1,245.52,54242.26596,13324009.9571297,26259.0
245.52,245.52,238.0,238.98,184621.15537,44531794.6902445,68024.0
238.97,239.88,226.2,232.37,293690.92179,68465334.6002822,104803.0
232.38,233.62,229.02,230.51,101815.98011,23566239.5481946,40787.0
230.46,234.37,228.19,233.56,92547.48144,21460516.8240519,36192.0
233.57,236.51,232.52,235.48,71378.10955,16738572.0146222,30598.0
235.49,237.77,235.44,237.37,118684.39023,28062320.7824595,41745.0
237.37,239.38,235.44,236.33,85716.99798,20316931.2415537,33891.0
236.32,237.47,233.98,236.83,46893.28356,11063040.3681128,21100.0
236.82,238.48,236.53,237.55,31295.07848,7428043.8593066,18451.0
237.55,238.0,235.53,235.73,44164.17608,10440263.9179882,22004.0
235.69,236.84,234.66,236.6,36537.75476,8614035.9629094,17920.0
236.6,237.32,235.0,235.49,35982.75284,8501248.1390131,19916.0
235.5,238.39,235.06,237.12,57822.62731,13706742.8505349,25025.0
237.13,238.73,236.11,236.85,44156.44641,10485640.3562922,24971.0
236.82,238.48,235.8,238.11,35134.0235,8339841.4257275,24719.0
238.13,238.59,237.24,237.66,31575.35111,7509698.6116874,17292.0
237.67,237.87,233.71,235.2,56948.16637,13411843.5483963,27614.0
235.2,237.0,234.62,236.22,33418.78172,7888255.6732164,22584.0
236.22,236.58,232.95,235.39,64491.91261,15146618.7172698,32246.0
235.37,235.6,233.92,234.96,27535.8713,6465899.9151865,17606.0
234.95,235.24,229.83,231.77,90973.12877,21153197.6145162,40751.0
231.74,232.36,224.07,225.71,155938.95655,35659946.9444138,57114.0
225.72,227.62,218.27,224.56,258152.18176,57486518.306939,83422.0
224.59,224.95,222.02,223.48,90736.18928,20308889.2415723,34215.0
223.47,226.55,220.3,226.43,129749.10406,29075895.6162025,47471.0
226.43,233.55,225.8,232.31,165792.05673,38080436.8965515,54460.0
232.33,233.31,229.54,230.86,74658.43219,17295817.7730945,31444.0
230.86,234.17,228.7,233.08,94863.37276,21935178.4886513,33457.0
233.09,233.49,231.24,232.97,78694.31282,18292398.5819645,32914.0
232.96,235.6,232.06,234.38,103637.8781,24277919.6506707,37528.0
234.38,236.0,231.64,232.99,128486.90193,30057485.4745465,43437.0
233.0,234.44,232.6,233.97,49231.07039,11500683.4269254,20344.0
233.97,235.67,233.5,235.3,44281.13158,10392698.6085099,20456.0
235.31,235.7,232.11,233.0,56395.94815,13162674.8251181,24739.0
233.01,235.31,232.5,234.82,67491.07375,15800525.34562,27687.0
234.82,235.15,233.28,233.66,47037.4397,11009845.6694058,21937.0
233.69,237.3,230.86,231.59,143803.10007,33613037.2001814,51456.0
231.58,232.65,229.38,229.42,86031.42038,19893457.5953026,31146.0
229.43,234.33,227.65,233.82,77428.30965,17935518.4206344,32688.0
233.82,234.65,232.91,233.51,49328.67945,11519225.7227824,21378.0
233.55,234.0,232.45,233.46,39135.58192,9126102.2014485,19187.0
233.48,234.08,232.11,233.08,44484.91334,10374058.1668196,21121.0
233.09,233.34,230.72,231.23,63334.78232,14697437.7774673,27023.0
231.24,232.23,229.67,231.27,51818.77638,11980793.3963039,20658.0
231.28,232.69,227.93,231.27,86245.06576,19844453.0684492,36448.0
231.26,231.43,226.74,227.58,99087.1328,22671579.9927795,37610.0
227.54,229.4,227.16,228.37,55321.8902,12633224.014834,22552.0
228.38,231.3,227.62,230.29,74511.32698,17124023.1877927,29046.0
230.3,231.95,230.21,230.88,55110.83828,12728552.986048,24164.0
230.88,231.14,228.05,228.84,67606.78093,15490800.6568782,25847.0
228.94,230.49,227.9,229.0,45646.62889,10469525.316807,21463.0
229.0,230.85,228.6,230.34,38252.54266,8785322.4486132,18298.0
230.34,230.44,229.19,229.81,35437.59548,8151330.4185571,15323.0
229.81,229.81,225.62,229.02,78475.60575,17909830.8995141,31672.0
229.02,229.22,225.89,226.64,71366.3091,16225714.9642419,28471.0
226.63,227.72,226.23,226.81,35062.26255,7961569.3326049,16862.0
226.83,229.64,226.83,228.89,45110.67272,10309931.8460171,19152.0
228.88,230.3,228.52,229.66,37517.5938,8611157.7378577,17298.0
229.66,231.49,229.27,230.24,46726.91218,10766623.0415072,18481.0
230.26,230.88,229.43,230.01,35687.42818,8212832.342972,16039.0
230.02,230.89,228.76,230.61,45199.83577,10377556.6855844,18881.0
230.61,230.8,229.1,229.97,44042.17593,10131192.9635489,18713.0
229.97,230.08,227.11,228.04,47131.29148,10768803.7346342,19826.0
228.03,234.65,227.51,234.33,124736.53942,29000368.7651298,42140.0
234.34,235.97,233.73,234.88,112494.54272,26427191.8189521,35541.0
234.89,236.89,234.81,236.58,80639.80914,18995791.519648,27928.0
236.58,241.68,236.25,241.49,149948.13173,35769906.6235823,52332.0
241.49,245.07,240.85,242.36,174213.16265,42430466.5510512,57702.0
242.37,246.89,241.75,243.13,106997.92548,26083430.9109505,41045.0
243.11,244.66,240.75,242.72,89761.57966,21750834.0590801,32955.0
242.7,244.49,241.32,244.15,74472.7946,18076607.880686,27015.0
244.15,244.25,241.97,243.37,63714.6127,15470329.0640074,28387.0
243.37,244.4,241.32,244.4,98381.17347,23905189.5242545,37005.0
244.39,244.87,242.75,243.73,70626.27886,17220909.0426832,27111.0
243.73,244.28,242.35,243.14,45339.87548,11033132.9539134,20176.0
243.15,245.96,242.85,245.41,72024.14822,17616844.286497,26516.0
245.39,249.24,242.03,242.41,208598.79795,51262996.0374611,64162.0
242.4,243.5,236.8,238.06,194908.12667,46861001.8725715,60842.0
238.06,240.98,231.07,232.1,267912.92814,63291674.6946196,74916.0
232.1,235.21,231.32,233.82,110539.76894,25847055.5507179,38116.0
233.81,235.77,233.5,234.58,67650.28348,15883467.9918823,25336.0
234.57,235.39,227.56,229.67,170919.48523,39543265.4455118,50149.0
229.69,232.69,229.47,231.31,116492.00861,26937818.6544595,33058.0
231.33,235.38,231.33,234.41,104160.72371,24380242.6741169,31965.0
234.39,234.81,231.71,233.72,104075.30118,24275751.8481267,33179.0
233.7,234.58,232.46,233.75,61876.66092,14454745.8962927,22023.0
233.74,234.87,231.26,232.5,56224.41383,13105638.8615968,21949.0
232.49,233.61,230.85,232.32,77223.21451,17945809.8560205,24074.0
232.31,233.02,228.3,229.2,142359.10393,32798500.955739,40682.0
229.21,232.38,228.52,230.88,126054.23559,29063409.7851601,40088.0
230.88,232.05,227.75,230.04,166424.73374,38277649.4282443,46278.0
230.04,230.3,228.15,230.14,75253.10171,17265717.6016794,24509.0
230.14,231.59,229.42,229.64,41025.68059,9454417.5647391,16551.0
229.66,230.36,228.51,229.64,60028.00746,13760357.8447607,22033.0
229.65,230.78,228.89,230.52,42951.3344,9876592.4867701,17974.0
230.52,231.42,229.0,229.59,58261.02253,13403694.0121879,21271.0
229.59,230.1,226.4,227.56,100023.51444,22859820.4151382,29685.0
227.55,228.0,216.0,217.84,246018.26539,54904229.4325202,69743.0
217.81,222.53,216.62,220.94,138668.47016,30459938.0724421,46345.0
218.565,221.86,217.47,220.76,93142.507775,20463080.65523775,31009.0
219.32,221.19,218.32,220.58,47616.54539,10466223.2380334,15673.0
220.58,224.89,219.95,223.32,109967.85117,24494626.2910284,32055.0
223.32,226.66,222.05,226.15,93076.56298,20899443.7545646,30772.0
226.17,227.96,223.84,224.08,94475.66804,21393474.7947434,31449.0
224.09,225.81,223.84,224.93,57541.8603,12924046.4350108,21315.0
224.89,226.86,224.08,224.56,69586.85523,15682537.1885111,23494.0
224.56,226.15,222.42,222.9,125251.722,28104254.3057565,32015.0
222.89,224.45,221.26,223.67,90065.15059,20080396.6716207,29107.0
223.68,225.13,221.72,223.96,119388.85037,26662048.4238995,36432.0
223.96,227.2,223.58,226.06,81208.42027,18321771.6880415,26984.0
226.07,229.96,226.07,227.93,112414.52396,25659522.919838,35526.0
227.98,228.7,226.78,227.02,58878.6273,13398398.8743969,19062.0
227.01,227.51,225.84,226.81,67563.23347,15315425.8910595,23507.0
226.82,227.76,226.0,227.64,56605.25021,12848959.4910011,22358.0
227.62,227.67,222.91,226.37,145729.26521,32788183.883895,43034.0
226.37,226.49,224.41,224.9,51739.68878,11660483.3830868,20713.0
224.9,226.49,224.71,225.6,34519.9648,7790755.7501343,14938.0
225.59,226.0,224.16,225.44,65497.22434,14738990.8448675,23036.0
225.45,226.35,224.8,225.58,54059.2823,12199588.6177788,20806.0
225.58,228.91,225.56,227.66,100051.8013,22781188.3498534,33991.0
227.66,229.42,226.8,229.42,94187.61415,21516503.1281103,32067.0
229.42,232.71,228.7,231.1,140283.09676,32451900.7440968,42154.0
231.1,232.2,230.29,230.99,63272.5698,14634761.1702505,24401.0
230.99,232.01,230.39,231.06,54951.68667,12703920.9006102,25370.0
231.04,231.61,227.63,228.6,89716.96043,20564220.1725636,33624.0
228.63,229.47,227.0,228.19,94045.84155,21473539.632093,30874.0
228.19,231.42,224.5,225.07,164492.6658,37498152.7096901,53184.0
225.09,226.72,222.87,225.72,122040.37426,27481415.4042773,42937.0
225.73,228.35,225.1,226.46,67238.38244,15255726.3039628,24305.0
226.46,228.13,225.32,226.28,56934.11559,12909148.225819,25596.0
226.29,227.52,225.65,227.21,46926.62391,10643268.066309,21626.0
227.23,228.11,225.5,227.14,62634.83049,14202644.2637076,27347.0
227.12,228.11,226.25,226.92,55286.7516,12560757.9703305,24013.0
226.92,227.41,225.75,226.39,43466.189,9848301.7240357,20028.0
226.4,226.91,223.97,224.87,49329.98981,11122858.2533657,20557.0
224.86,226.86,224.43,226.08,57157.96044,12905129.0779851,24820.0
226.09,226.66,225.84,226.09,30058.42572,6798037.0700523,16331.0
226.09,226.46,225.4,225.63,33437.91855,7555466.3965864,16141.0
225.63,226.55,225.11,225.86,41545.77313,9386433.4621095,21204.0
225.85,230.71,225.42,228.98,114578.43481,26170841.8277187,40260.0
228.99,229.5,228.35,229.17,30947.95328,7083560.4454668,15582.0
229.24,229.85,227.39,228.24,50750.5582,11605784.3918493,20746.0
228.23,228.37,226.33,226.67,56343.92885,12803155.2593918,27088.0
226.67,227.11,223.05,225.14,75548.12313,17021380.6963685,30585.0
225.14,226.26,224.25,225.0,46671.08178,10509213.1413817,24252.0
224.96,225.84,224.75,225.18,31778.54461,7160086.7356249,15534.0
225.18,228.24,223.22,227.56,94654.88349,21429040.3945781,33872.0
227.54,228.8,226.93,227.86,60464.14001,13780480.3980581,23249.0
227.88,234.15,227.67,232.8,212981.75768,49297224.2146289,57562.0
232.82,235.93,232.45,235.69,126348.10194,29540426.7762314,39948.0
235.69,238.86,234.59,238.79,203618.9697,48154022.8601124,61871.0
238.78,240.77,237.87,238.42,140061.41046,33496582.3953186,45850.0
238.39,242.0,237.29,241.6,121343.12721,29065991.2057901,39707.0
241.6,243.77,237.86,239.25,134063.56335,32240738.2552639,46683.0
239.25,239.57,235.93,237.04,99200.33978,23565104.0075082,36431.0
237.03,237.99,234.4,237.55,94969.32426,22462650.6548385,31967.0
237.58,239.61,236.45,238.82,128061.10717,30469373.570315,40463.0
238.81,240.24,237.66,237.98,72236.34424,17259152.8526026,28748.0
237.98,239.86,236.58,239.39,71894.29329,17125809.0345906,29297.0
239.39,242.28,237.78,241.9,146602.47484,35243677.6890405,47575.0
241.91,242.66,238.23,240.76,136165.81397,32703082.5258389,47785.0
240.76,244.6,240.11,244.07,161696.3106,39183855.5992721,53303.0
244.07,247.63,241.28,245.73,247969.66625,60698663.1396012,73988.0
245.73,248.8,245.0,248.56,139652.82744,34464361.9663104,43845.0
248.6,248.88,245.69,246.95,126098.74398,31167059.8351183,43086.0
246.94,247.03,243.0,244.68,99480.74842,24369077.2395082,41282.0
244.65,247.9,244.37,246.71,93132.46454,22927176.366418,34258.0
246.7,246.79,244.39,246.53,78828.02931,19381059.5661475,31350.0
246.54,247.6,237.88,239.87,226993.0883,54986913.5139453,76176.0
239.86,240.94,238.28,239.98,91947.08444,22060035.0088329,36336.0
239.98,242.2,239.43,241.98,57260.1679,13817108.3099663,24178.0
241.97,242.16,239.9,240.52,60542.53849,14582450.2471884,26033.0
240.53,240.59,235.72,238.02,140039.47545,33302640.9811603,44741.0
238.04,240.35,237.89,238.01,72787.43513,17391935.1678677,31880.0
237.97,240.79,237.97,240.62,76479.81174,18309505.5734377,30288.0
240.61,240.79,238.44,239.53,52693.78527,12612690.1990315,24778.0
239.51,241.6,238.59,241.26,52482.07777,12607240.2964109,23404.0
241.27,241.67,240.21,240.54,59520.90761,14344076.3899642,24973.0
240.52,240.92,239.54,240.46,40773.73329,9795173.4979813,21000.0
240.47,240.61,237.54,238.5,68475.03428,16363699.0360526,30568.0
238.49,240.29,238.25,239.57,48376.47966,11570137.549448,23515.0
239.56,240.4,237.58,237.9,45000.47119,10750675.2704204,23750.0
237.91,239.81,237.9,239.19,32329.38023,7724795.9339726,16459.0
239.19,241.36,239.0,240.81,57970.70737,13938358.1126381,25902.0
240.82,241.45,240.13,240.45,40660.96042,9791173.2621816,19488.0
240.44,240.89,239.3,239.55,45426.82391,10907940.8207779,22927.0
239.54,244.0,236.52,237.7,184291.24348,44091513.377315,68796.0
237.7,238.9,236.85,238.54,55919.42943,13310928.6998996,26897.0
238.54,243.09,238.28,242.79,85045.95259,20447638.1612002,37719.0
242.76,243.55,241.31,241.68,94016.56083,22758312.7618587,39050.0
241.69,243.17,241.43,242.77,75311.79686,18254625.6703797,31334.0
242.76,245.17,242.75,244.62,125989.17627,30711578.6513182,49441.0
244.62,245.33,242.0,242.7,95662.75763,23329078.6622711,38667.0
242.7,243.72,237.33,238.42,146326.39879,35164371.0951169,49450.0
238.41,240.14,237.81,239.5,66786.35207,15975325.0697315,32090.0
239.5,240.15,238.35,238.66,64611.68618,15457883.0940189,26094.0
238.67,238.88,237.0,238.4,84904.09428,20201561.917903,30953.0
238.39,240.71,237.75,240.61,82005.54134,19609148.4877872,31321.0
240.56,241.33,238.48,240.23,79464.99816,19052358.5697768,33801.0
240.21,241.66,239.47,241.46,70170.9901,16896283.46842,29491.0
241.42,242.09,240.03,240.44,45163.58182,10887791.5940249,21044.0
240.45,241.45,239.25,239.26,52807.19393,12694160.5593035,21597.0
239.26,240.38,238.7,239.66,58655.32704,14046291.4417445,25279.0
239.66,240.2,238.25,239.16,72255.15509,17292757.8791191,28121.0
239.16,240.03,238.02,238.1,67336.4994,16105598.03678,29082.0
238.12,238.81,236.83,237.49,78490.92936,18668529.1347135,31142.0
237.49,239.02,237.39,238.61,38805.56036,9252345.4317758,19763.0
238.59,239.39,237.9,238.44,45951.09235,10966385.1815103,21004.0
238.42,238.95,230.02,232.63,196620.14678,46137447.391139,63822.0
232.59,233.33,230.17,231.68,149462.8576,34652386.9637901,50079.0
231.69,233.5,231.65,233.18,72405.89121,16835598.5471523,30985.0
233.18,234.43,232.04,232.42,72439.95246,16896474.3272403,31397.0
232.45,234.1,231.8,233.57,50281.79854,11720030.7907413,24851.0
233.58,234.49,232.62,233.17,46930.69646,10960907.6574632,23106.0
233.17,233.81,231.65,233.12,65739.79055,15311556.7819304,28743.0
233.13,233.76,231.91,233.35,69176.49121,16119768.4924433,29316.0
233.34,234.84,232.71,233.15,74976.84179,17512514.1729583,31200.0
233.15,233.58,232.37,233.11,41455.04237,9663132.7930108,20368.0
233.1,233.56,232.39,232.67,27321.35206,6363178.524847,16355.0
232.66,233.54,232.32,233.01,66469.02846,15480376.2959926,25022.0
233.02,233.55,232.85,233.26,31536.06435,7353709.780906,16111.0
233.25,235.53,233.01,234.97,92401.19652,21688229.5942577,31204.0
234.97,235.48,234.22,234.94,51556.51933,12105612.3177089,21594.0
234.95,236.8,234.39,235.58,64566.63716,15205176.0400118,25755.0
235.57,236.49,235.33,235.67,34827.17238,8213643.8033563,16808.0
235.67,236.11,234.69,235.01,38433.25345,9048252.2217999,17903.0
235.01,235.24,233.33,234.6,50907.37255,11936206.4607924,21165.0
234.6,234.94,233.28,233.74,58225.65448,13635493.318012,25200.0
233.74,234.31,233.36,233.68,44361.4662,10375808.7426821,19445.0
233.68,235.51,233.5,235.23,54286.90909,12742880.4316051,24035.0
235.21,239.92,234.93,239.11,102588.86496,24381431.8187365,37148.0
239.12,239.72,237.72,238.71,73577.15722,17571022.5526127,29327.0
238.71,239.27,238.19,238.6,46566.40251,11110153.1775234,20932.0
238.59,239.54,237.0,237.51,72363.22614,17240614.5196528,27716.0
237.51,238.27,237.19,237.91,67263.57132,15993454.6249306,25741.0
237.92,238.83,234.05,235.36,90413.48911,21430484.8436933,37803.0
235.37,236.83,235.01,236.01,46474.07308,10968649.2197863,22916.0
236.0,237.43,235.57,237.02,51688.62669,12238317.7851201,21768.0
237.04,242.58,236.66,241.77,122084.1702,29275255.3250273,44384.0
241.77,243.27,241.24,243.0,134040.13769,32464103.6602022,51098.0
243.0,245.11,242.69,243.6,167309.45666,40790090.4442239,58617.0
243.61,246.66,243.2,245.31,97150.82559,23779057.3174102,38169.0
245.3,245.76,243.74,245.59,65188.86391,15955416.4092152,25983.0
245.53,245.69,243.23,244.45,62870.73281,15368807.4186477,25897.0
244.44,244.51,241.51,242.25,71169.26417,17331368.6886616,27713.0
242.21,244.41,241.65,243.91,80993.40021,19678161.7791981,31034.0
243.92,245.1,242.73,244.56,67936.14953,16564991.7863486,29444.0
244.56,245.74,243.45,245.17,62137.70556,15200471.2401725,27616.0
245.19,269.61,244.73,263.74,373310.43068,96548876.3009278,131842.0
263.75,266.01,262.88,263.77,146074.46065,38607709.1406641,53755.0
263.77,263.86,259.7,262.46,117394.74013,30797696.3888887,40755.0
262.45,264.63,262.16,264.25,120413.59548,31746802.0504603,40733.0
264.26,270.0,261.85,268.27,240276.62866,63793223.3260958,79835.0
268.27,279.98,267.48,274.64,348403.16954,95910903.8900874,120338.0
274.63,276.11,271.27,275.3,96211.98433,26360867.9239253,43157.0
275.31,275.35,271.67,272.86,84750.12765,23172813.5419021,34597.0
272.85,273.6,266.0,270.79,145032.05282,39295885.782854,54066.0
270.78,276.54,269.5,275.14,127809.1395,34964069.9219252,52874.0
275.14,279.32,272.0,278.19,162025.07347,44563184.2379981,59346.0
278.18,284.31,274.74,283.11,224683.25704,62910227.843263,88731.0
283.1,287.34,277.57,279.15,181733.41644,51441064.2202066,72994.0
279.15,284.58,279.09,282.89,118999.60726,33585743.522818,47584.0
282.87,285.88,281.75,283.01,99369.68146,28197274.4130228,42787.0
283.01,284.99,281.38,282.6,92817.28048,26293738.1637942,40044.0
282.61,288.0,281.8,286.08,154076.72559,43842899.5695889,61584.0
286.08,297.46,283.88,296.51,305508.39713,89360888.9256882,113745.0
296.51,308.94,296.35,305.26,288155.61362,87519084.7662312,118939.0
305.31,305.32,299.0,302.73,151346.18361,45724003.1378947,59379.0
302.73,312.04,301.02,311.59,161041.75202,49341054.6068628,62970.0
311.61,318.75,303.0,309.36,420846.16779,131576368.795135,151718.0
309.33,313.76,300.0,310.79,260452.07381,80133461.1268977,98950.0
310.79,314.06,303.77,307.05,187357.5117,57813610.3362509,71631.0
307.05,313.09,305.94,311.0,89325.06407,27758397.3196297,41410.0
311.02,329.3,310.9,324.93,372904.76432,120113663.6748914,147976.0
324.9,327.91,319.51,320.15,182441.61536,59205839.2035125,83530.0
320.11,326.0,316.79,325.0,191932.96854,61832921.4754243,88854.0
325.0,326.75,310.78,313.16,326975.32711,104720301.0736892,117582.0
313.16,325.0,312.84,324.21,271738.78617,87006963.8441401,103215.0
324.19,333.31,315.89,321.93,290128.88577,94413110.0162563,104238.0
321.95,326.8,316.1,319.23,175078.36922,56290224.7598984,72027.0
319.21,321.53,315.0,315.73,133399.48575,42406758.9418437,61183.0
315.72,317.93,305.86,316.98,289102.04833,90255999.7818022,109576.0
316.97,321.98,312.03,321.7,218852.40876,69303236.661795,88020.0
321.7,323.5,313.53,318.33,184690.99204,58605325.8826178,79220.0
318.33,321.73,315.58,316.77,92108.25168,29326307.2479719,48425.0
316.77,318.82,312.38,316.48,98215.39556,30987813.5728726,45698.0
316.48,322.76,314.12,321.11,155834.61266,49814072.7139294,62506.0
321.1,325.0,319.25,323.08,170870.24939,55111312.7606658,73499.0
323.07,325.0,318.0,321.51,151959.62264,48946155.1109496,65734.0
321.51,323.45,319.76,321.67,108197.17235,34836648.2405544,50159.0
321.68,323.5,315.6,317.71,107725.26888,34505659.7344376,50001.0
317.76,319.46,315.25,316.1,113101.35113,35878619.9416853,47307.0
316.09,320.17,314.05,318.99,113248.58554,35958874.349849,49360.0
319.02,320.07,316.54,317.85,80076.10893,25489089.5012804,41964.0
317.84,319.86,315.4,319.21,129059.66484,41078224.7475538,55361.0
319.18,335.58,318.0,333.25,351523.43817,115052578.5970515,123308.0
333.28,342.0,333.03,334.87,221818.41837,74829065.3808711,93421.0
334.82,336.58,328.4,329.05,102531.92671,34063334.2961986,59615.0
329.03,338.38,328.67,336.81,124543.06813,41710171.9184643,63319.0
336.8,346.71,335.78,343.86,221284.30299,75453005.4480026,101499.0
343.85,347.61,338.71,344.38,221106.74875,76032434.1893372,103497.0
344.38,345.91,340.32,343.71,144777.97765,49736192.1985696,72744.0
343.72,349.45,342.6,346.33,133844.42559,46287842.9653473,61114.0
346.32,352.85,343.07,352.26,161693.03638,56276147.6736151,65362.0
352.26,358.33,350.5,354.99,217640.42702,77326809.4515847,93969.0
354.99,360.52,352.0,356.13,188942.74454,67380499.3267733,79401.0
356.13,358.0,352.79,357.89,111660.49627,39696629.9083232,60185.0
357.9,388.8,357.48,383.3,513086.77817,191266861.25594407,185517.0
383.35,392.67,378.08,387.0,247819.85965,95596497.2466437,114466.0
387.01,408.0,385.6,407.41,304704.03588,120757013.3250254,132558.0
407.35,415.85,325.0,380.21,825067.58448,312255095.5201742,331238.0
380.29,381.5,354.32,361.55,378184.27815,139372135.7073425,153260.0
361.64,372.44,357.5,368.13,268495.07727,98156267.725081,115571.0
368.18,388.61,367.88,379.22,361903.71269,137861958.3127095,138146.0
379.2,381.3,368.1,372.42,186554.40769,69994565.7071865,90062.0
372.45,385.82,366.5,379.62,187071.32251,70938825.0341117,90653.0
379.62,387.2,379.15,384.65,117775.16169,45198082.6516944,59345.0
384.64,392.66,380.22,390.93,203592.73724,78584659.4130774,86126.0
390.97,398.0,386.55,393.67,277085.57663,108868779.5393221,121079.0
393.66,397.96,389.01,393.57,207949.56384,81871656.361603,87985.0
393.57,394.55,379.91,385.94,198090.73198,76708584.4786941,89615.0
385.91,402.98,385.77,391.08,302264.29696,119623640.561034,128712.0
391.07,395.6,388.52,394.73,137414.40814,53923276.4276966,60559.0
394.71,397.21,381.58,385.8,248096.76779,96988785.6890922,97736.0
385.8,391.67,380.77,390.3,251581.05153,97254218.0721366,100280.0
390.31,392.55,385.18,386.61,124065.48211,48156634.1939794,62498.0
386.61,393.95,386.61,389.61,117370.41726,45847867.2609297,53550.0
389.59,392.0,384.11,389.39,121175.78179,46995203.7257743,55616.0
389.39,394.0,387.08,390.04,150310.96191,58713111.6685465,54340.0
390.05,397.75,388.7,397.35,192508.05896,75689124.9777179,70420.0
397.34,401.43,390.22,395.3,260260.02759,103304151.082567,106702.0
395.3,402.0,393.6,398.56,172677.47663,68705166.8920366,73096.0
398.56,407.0,391.0,400.72,227186.76032,90928338.8027507,99548.0
400.72,403.66,394.58,395.23,143325.02209,57059311.6192198,67828.0
395.27,397.11,392.3,394.9,115969.44112,45783249.7289965,53708.0
394.91,397.9,393.11,394.5,117216.18299,46388859.6307434,57569.0
394.51,400.87,394.34,399.15,186191.4152,74055309.6801623,82153.0
399.18,400.09,394.33,396.73,138418.67007,54973335.352878,65711.0
396.72,398.1,390.51,394.77,120258.3525,47458351.7040069,61560.0
394.77,398.26,393.74,395.43,87458.02135,34673230.5860617,44978.0
395.45,396.2,393.21,394.13,69150.18619,27283610.6388679,36401.0
394.14,397.43,392.17,394.13,110397.69887,43615320.0790274,48779.0
394.11,395.54,376.75,385.49,226583.73175,87847010.7628086,96315.0
385.47,386.89,362.85,374.36,439164.07288,164092116.3613886,181803.0
374.36,383.23,373.06,379.34,108453.64842,41114278.6357578,58272.0
379.34,382.73,375.79,378.01,85569.18678,32480594.2736936,43263.0
378.01,381.56,377.13,379.97,58069.07853,22042029.7771652,32690.0
379.96,392.23,377.95,391.61,134430.48152,51852240.8952316,64007.0
391.62,393.22,387.56,390.46,126405.77167,49388131.9396487,51332.0
390.47,392.55,385.79,389.26,124513.0315,48471286.5881368,59638.0
389.26,397.05,386.52,397.03,94042.23053,36764914.5504093,49647.0
397.05,400.0,392.77,394.87,150999.82845,59960711.206292,74795.0
394.86,395.72,392.3,395.34,61359.93827,24183070.6588936,33950.0
395.34,396.37,383.36,391.89,116537.84893,45586917.5794603,60759.0
391.88,391.9,384.0,386.66,106859.45849,41393265.3659739,58085.0
386.64,391.38,384.34,389.48,87802.92103,34091990.828628,51384.0
389.48,394.3,387.2,390.14,71340.58616,27841507.288149,40138.0
390.14,398.37,390.14,397.17,184015.06455,72711125.0904746,92941.0
397.18,399.18,393.02,395.02,144949.43933,57370398.9947365,61567.0
395.04,396.6,385.13,391.02,159726.4798,62661002.587328,72658.0
391.01,397.0,390.33,396.79,131865.2188,52010214.0142376,63423.0
396.78,398.6,393.0,395.55,133992.91877,53062551.9253567,64628.0
395.57,396.73,391.56,395.44,72420.78508,28557142.2849257,39906.0
395.43,398.21,392.7,394.17,109477.06011,43356639.4581402,54347.0
394.17,396.35,388.68,390.98,118516.07244,46530248.4619007,55573.0
390.98,392.4,387.41,391.49,109918.02048,42904974.0992969,56608.0
391.46,391.46,377.4,382.28,265943.76522,102456188.4186518,108733.0
382.26,386.56,376.24,380.53,163004.66606,62264754.1351076,79145.0
380.53,381.9,367.0,379.0,225553.01799,84468810.0485751,105217.0
378.99,380.53,372.38,377.38,119271.24829,44900968.5267459,55589.0
377.36,380.68,365.85,379.09,174688.78478,65300501.8413724,72060.0
379.1,384.8,377.45,381.72,141506.9891,53951060.5502163,64119.0
381.72,386.99,379.74,385.01,121648.70999,46739960.0226009,59331.0
385.09,388.85,380.06,386.93,121529.11201,46692930.4891296,56395.0
386.97,389.23,382.41,387.18,73203.95413,28287046.2140286,41588.0
387.18,394.9,386.48,394.54,178656.07296,70038086.3303305,75385.0
394.54,396.1,388.81,389.55,137494.1244,53969852.2140975,62681.0
389.55,397.5,376.59,393.79,337292.66499,130925230.4613635,142709.0
393.85,395.26,384.38,392.59,193794.10891,75626610.6824001,96064.0
392.57,395.0,387.66,393.77,96841.85141,37966928.8633031,47031.0
393.78,431.49,393.78,424.54,567251.95053,236284266.58036232,211108.0
424.54,430.0,417.05,421.05,217792.64232,92347992.3266767,94010.0
421.02,425.33,418.87,422.22,148572.14511,62706949.1488443,70445.0
422.2,428.68,421.4,428.04,164632.00356,69888548.3080138,75101.0
428.02,437.45,422.03,436.4,186077.87385,79579527.8853984,86975.0
436.5,444.71,433.74,440.84,284931.74635,125501404.2755789,119609.0
440.85,442.4,434.44,438.11,107664.53205,47156158.1173204,56495.0
