o,h,l,c,v,qav,num_trades
706.46,707.86,678.0,683.7,19102.57451,13196910.2888813,19867.0
684.36,690.65,662.0,667.62,24321.06167,16389299.26801,25263.0
667.62,675.0,656.0,669.9,26082.32473,17364872.5115601,22509.0
669.2,682.0,667.27,677.74,19431.40793,13118071.7479361,20659.0
677.78,685.68,674.99,680.56,15779.25952,10747146.4777246,19077.0
680.78,683.98,667.89,676.95,16690.84365,11287372.299717,19672.0
676.95,692.0,671.7,689.19,16805.3948,11491462.1223213,18362.0
689.89,694.9,683.84,692.6,11752.43244,8109451.3645423,14140.0
693.26,696.0,682.46,692.03,11266.55514,7761137.8708008,15157.0
692.0,694.48,682.31,684.58,10021.81313,6910978.2419436,13473.0
684.63,709.16,682.75,709.16,13868.37507,9619855.2914528,16535.0
709.16,717.8,701.79,706.92,26841.34607,19025455.7701837,24080.0
706.92,707.55,696.3,703.66,13260.31518,9297967.9958027,13780.0
704.0,704.81,684.0,697.0,13570.45182,9411204.6395869,16835.0
697.0,708.56,688.4,701.92,14198.5555,9915161.3707315,18028.0
701.88,709.77,701.13,707.59,9355.00991,6599344.6541693,11715.0
707.58,718.2,703.7,712.5,16742.75236,11932510.924713,17477.0
713.13,715.98,706.98,714.35,13861.27105,9856527.1112646,11653.0
714.34,729.88,714.02,720.48,20432.99511,14724462.9938813,20556.0
720.48,724.38,710.0,716.16,11414.15697,8199459.2377286,12256.0
716.16,719.14,704.39,712.72,15248.24502,10858466.741031,13635.0
712.05,720.46,711.5,717.36,15604.0534,11176278.8253251,14009.0
717.36,718.44,705.0,709.52,16174.09593,11513218.9666884,16829.0
709.52,711.5,695.25,701.0,20397.94874,14329686.7357033,18655.0
701.0,701.0,688.0,695.81,17483.46129,12129054.9664576,15472.0
695.08,701.09,693.08,696.7,11177.35013,7792317.3147789,10838.0
697.1,699.6,682.2,688.56,15408.91242,10613131.3258332,15433.0
688.76,699.0,684.15,694.27,11629.7675,8040337.3918062,12799.0
694.27,695.37,681.13,683.67,14338.92828,9869572.1560827,15535.0
683.7,688.0,677.0,680.04,16066.99749,10965564.3313347,18063.0
680.43,682.71,662.0,666.66,16522.75827,11130522.832318,17121.0
666.2,666.2,637.32,640.99,33092.21294,21493598.7989732,31964.0
640.86,669.0,625.65,642.19,37471.48448,23873488.6853301,34752.0
642.19,644.0,619.0,621.09,26214.97515,16648232.8305082,24752.0
621.2,629.5,610.0,620.99,35821.99589,22160855.9291029,29953.0
620.4,629.54,592.39,598.63,35362.11977,21674397.1626588,27179.0
598.57,599.97,560.0,591.46,82503.14714,47979564.7602827,55644.0
591.46,598.5,568.0,577.19,39726.04853,23302004.392983,30820.0
577.19,599.14,576.39,595.92,31233.68989,18459272.310856,23487.0
595.92,612.1,587.65,590.4,29846.40482,17961719.20934,23893.0
590.4,591.68,550.0,564.76,55080.27044,31164382.3648497,44286.0
565.0,595.94,555.01,595.62,31641.73224,18377093.4151146,27002.0
595.04,597.94,577.5,596.1,28369.22044,16670218.3251065,23413.0
595.82,604.46,583.11,602.18,19683.30714,11691646.6356973,17674.0
602.08,606.98,588.01,602.2,18985.40653,11372642.5438116,18431.0
602.6,617.46,582.41,593.25,27510.85322,16508221.5145735,24520.0
593.23,600.0,584.25,597.57,21603.89321,12808530.6721386,20728.0
597.57,607.05,591.2,598.99,17720.98061,10638387.4881201,17777.0
598.99,599.71,575.4,580.84,17852.28038,10457079.743578,18854.0
580.4,586.05,568.7,585.55,14402.84878,8333362.9720917,14933.0
585.56,590.0,578.32,586.14,11890.82416,6942968.9144564,12643.0
586.53,606.29,580.59,598.48,15199.77813,9001703.2589835,14682.0
598.96,603.92,592.98,599.58,12103.46003,7261678.1034193,12488.0
599.59,604.95,595.01,604.0,12158.77262,7310895.2636656,11396.0
604.0,605.2,597.2,600.51,11392.72175,6856157.9923868,9609.0
600.51,607.62,582.1,586.0,14908.56863,8831879.1524433,15628.0
586.03,587.04,575.6,581.36,15165.35223,8828547.1931002,12834.0
581.35,592.0,578.96,586.53,11524.74047,6728772.918792,11031.0
586.69,587.89,572.01,575.83,21937.17941,12682805.2134078,20425.0
575.78,577.0,564.05,571.97,18259.82688,10420419.3571694,16756.0
572.4,573.49,557.43,560.48,16299.44308,9203918.7272681,17585.0
560.04,573.42,558.5,570.4,13910.72506,7872781.1093648,12224.0
570.81,576.2,567.64,570.07,14034.79657,8022760.9959751,17824.0
571.16,572.69,523.61,534.39,49098.02917,26520759.4203475,43801.0
534.39,538.0,525.42,529.36,21713.39053,11557938.0712871,16890.0
529.64,541.38,520.7,530.26,26289.87997,14002882.6507501,19904.0
530.26,533.0,520.26,526.2,15468.69946,8150469.8786972,17580.0
526.2,528.37,506.11,511.5,26593.03708,13695797.3730892,20138.0
511.5,526.0,510.0,525.22,25275.43507,13111419.5205521,16636.0
525.48,529.16,513.58,523.24,24421.47422,12732388.5087555,16762.0
523.25,556.47,517.55,552.9,40340.93974,21625246.7122412,27256.0
553.69,572.25,548.04,555.03,48093.73739,26889833.2165962,32697.0
555.2,572.55,554.44,564.96,26029.22844,14655718.7642941,17511.0
564.96,573.43,557.32,567.36,24922.02302,14098626.9775909,17205.0
567.09,585.83,563.5,568.97,27294.51073,15706186.7626091,20995.0
568.93,573.99,555.28,565.58,25173.86728,14280240.7455102,17066.0
565.58,576.27,558.15,570.82,14123.26717,8000298.1582556,11965.0
571.0,573.02,542.56,548.78,28005.05145,15589285.1591273,22005.0
548.77,552.0,541.2,549.0,16490.96158,9010400.3379458,13362.0
548.55,563.0,545.24,557.19,11044.61189,6112524.0189023,8918.0
557.87,567.0,552.98,562.61,15239.46491,8525749.5331386,11454.0
563.05,578.8,561.6,572.81,20405.25754,11690863.5865365,16519.0
572.81,576.55,566.01,574.93,13581.94381,7764096.9499499,13623.0
574.46,579.0,568.6,576.33,16704.7556,9590356.0864445,13113.0
576.37,586.73,573.0,575.47,16120.05695,9338869.0475744,15269.0
575.47,586.1,568.0,577.81,18050.04395,10402765.6664103,18485.0
577.81,582.98,568.9,573.47,14646.79759,8436277.7714122,14341.0
573.47,586.7,569.01,583.11,14758.51161,8540675.465409,14683.0
583.11,590.26,570.13,570.63,15906.40871,9284107.6578102,16597.0
570.14,589.66,570.0,576.31,14676.15682,8431447.5693099,13607.0
576.05,578.98,564.93,572.23,13993.4774,7980701.5605417,14919.0
572.23,582.15,566.0,579.0,9859.48949,5660964.7401034,11328.0
579.0,582.8,572.9,577.92,7500.40103,4343834.9515901,9821.0
577.92,589.99,576.46,587.8,15733.27694,9186297.7031362,13870.0
587.79,598.0,587.0,592.73,22605.38281,13414596.2157707,21292.0
592.73,597.1,589.0,590.89,14330.89873,8489676.7528595,12330.0
590.89,599.17,587.01,598.46,12914.56946,7653566.2490446,13916.0
598.42,599.0,590.0,590.85,7173.61822,4258996.2594177,9838.0
590.85,597.07,590.1,593.66,7496.30848,4451957.5014703,9021.0
593.66,607.32,592.0,606.93,12520.29979,7539270.671227,10898.0
606.93,628.81,606.12,619.93,25810.57815,16004027.529682,23798.0
620.0,626.47,616.24,623.01,14561.46535,9049916.8555046,14816.0
623.59,625.44,606.95,616.77,18021.28913,11087106.1507307,17809.0
616.24,621.0,612.88,619.66,5713.39145,3528685.198419,7461.0
619.66,625.47,614.34,618.3,10812.08426,6704887.1027979,10454.0
618.86,619.95,601.35,606.94,21128.3283,12886223.4223923,17273.0
606.6,609.0,591.2,592.32,21407.11496,12863082.3884198,18734.0
592.46,598.38,580.5,586.5,22112.52514,13025125.2303781,17776.0
586.5,593.28,580.15,591.5,11688.59446,6856563.189836,11191.0
591.5,599.96,585.62,591.02,9190.79795,5455436.3930728,10581.0
591.02,599.0,576.81,582.16,16599.1081,9715346.9847264,15854.0
582.17,589.0,576.08,586.4,13205.52734,7709299.6715387,13222.0
586.75,609.0,570.36,587.02,17569.01485,10351497.9762399,16019.0
587.76,601.0,583.0,600.12,10818.94709,6383737.5332528,11989.0
600.14,614.0,600.0,607.24,22293.9521,13552059.2861622,20505.0
607.24,611.74,603.0,609.05,8567.19403,5206888.7573089,9368.0
609.29,611.98,603.29,606.11,8354.5243,5077188.3773852,8271.0
605.63,613.35,598.41,606.68,15811.10691,9590823.605958,13466.0
606.63,607.7,600.05,606.01,9768.36107,5893308.1288767,13123.0
606.01,612.67,603.5,611.31,9995.00276,6086758.076817,10872.0
611.3,611.43,593.4,598.26,15142.30825,9057322.8855681,15471.0
598.27,610.0,594.23,607.4,11081.61788,6700635.2613738,10072.0
606.68,618.0,606.59,614.73,12653.1777,7763733.0118456,12994.0
614.73,615.69,605.08,609.58,10264.36431,6257175.1785444,10539.0
609.18,613.12,606.25,607.6,10470.39568,6379159.8943115,9760.0
608.14,611.16,602.57,605.9,10204.72322,6195058.119674,10399.0
605.9,611.5,604.27,606.52,7197.47616,4373524.971814,7736.0
606.52,607.0,598.24,605.16,9384.05173,5653410.2196089,9819.0
605.2,608.45,601.25,601.25,9749.79828,5905864.3968926,8891.0
601.25,606.65,598.31,600.13,8593.59453,5177203.8267595,8946.0
600.92,604.24,595.1,596.56,10929.09724,6548088.6207953,10854.0
596.56,600.57,593.33,599.93,9195.71269,5481907.5473586,9059.0
599.93,602.94,595.64,597.79,7109.22469,4267507.8161727,7512.0
597.51,602.77,596.53,598.68,3650.58012,2190186.1751687,4619.0
599.29,608.97,598.51,606.13,7704.32865,4659279.4843193,8623.0
606.15,608.27,604.75,604.98,5141.95502,3117505.6011539,5502.0
605.37,607.2,601.56,605.1,6077.58677,3676009.8166602,5519.0
605.39,605.98,596.1,602.32,7343.74697,4413424.2524406,8148.0
602.32,603.41,597.45,599.67,6694.4084,4012091.3910757,5883.0
599.61,601.35,591.0,592.87,5946.03949,3547081.4343602,6533.0
592.44,592.87,566.87,568.98,27965.25145,16181415.9284931,24541.0
568.98,574.77,557.31,559.5,16596.83494,9437750.9835234,13938.0
559.5,568.39,558.58,567.06,16465.95212,9274529.6783058,14139.0
566.67,571.18,560.23,567.44,12566.66932,7123021.424328,10807.0
567.08,567.5,523.68,538.16,65155.43067,35101989.0816259,45681.0
538.52,538.7,501.13,524.11,51600.44579,26631020.1443416,36090.0
524.64,534.36,509.0,531.46,25793.714,13534380.5637582,22498.0
531.46,535.51,516.33,516.59,23750.37049,12562209.2605714,19069.0
516.59,534.37,515.68,533.54,25868.44386,13697054.3432203,18503.0
533.54,534.0,508.66,512.56,25978.95678,13573103.2410951,21414.0
512.56,525.0,509.01,519.0,26197.0869,13568995.0576093,20261.0
519.01,534.2,514.31,531.69,18224.50616,9527252.4034475,15853.0
531.08,533.27,520.0,525.0,22280.21249,11779790.8209398,19581.0
524.95,534.08,524.61,529.54,19922.99202,10562324.2720723,14298.0
529.53,538.88,527.19,531.87,20409.25131,10873941.1328054,15840.0
532.34,532.9,519.0,524.66,21886.70202,11466129.2516352,17690.0
524.67,524.86,483.5,491.34,40914.08252,20611827.0706155,33001.0
491.7,496.5,482.0,493.0,32809.90776,16047568.2752014,21014.0
493.0,501.97,490.73,497.77,16438.46481,8166290.6953411,11599.0
497.76,499.5,488.41,489.99,20083.16676,9922130.2095495,14480.0
489.99,490.5,461.0,476.01,48362.63522,22934096.0694865,34767.0
476.0,480.99,460.24,462.78,29643.61506,13990759.4173182,21933.0
463.17,479.89,449.06,468.16,52432.15732,24392808.1409386,37036.0
467.85,477.97,463.86,475.47,14882.155,7010302.0982597,14903.0
475.47,495.24,468.67,486.32,34672.04473,16726463.7364815,25722.0
486.32,490.0,479.68,482.74,18329.90547,8898209.0729794,16063.0
482.74,490.5,482.74,487.95,19692.68915,9591607.6138139,16100.0
487.95,488.2,460.0,463.83,26436.973,12549141.9318582,23834.0
463.91,529.0,463.82,519.65,86003.19022,43747629.6034396,57535.0
519.65,525.3,511.1,519.29,20958.27073,10861338.0398703,17343.0
519.3,521.0,510.12,512.93,17459.93484,8973786.8254552,13385.0
512.64,513.83,501.0,504.93,21230.15206,10756675.8709126,17358.0
504.68,507.94,489.39,495.64,35505.7573,17694423.6947622,25387.0
495.63,505.12,485.5,503.83,33427.83153,16470475.4480463,24916.0
503.83,512.04,494.19,495.94,28393.02233,14235413.2832705,22030.0
495.94,496.7,481.62,487.48,24515.83801,12015199.729186,19170.0
487.47,495.0,484.0,491.08,19870.18369,9757996.2465635,14967.0
491.66,500.49,490.7,497.4,20899.04667,10373737.5117847,13887.0
497.05,502.98,493.36,497.46,20001.56178,9963797.9880211,15951.0
497.46,499.5,483.72,486.06,26334.0234,12925620.274899,19806.0
486.42,503.28,483.96,497.09,27589.57309,13714528.1224781,18385.0
497.1,502.95,494.0,496.74,16401.0631,8183506.9109278,13080.0
496.45,507.6,496.17,506.67,20866.26398,10457092.2719814,15876.0
506.76,507.6,500.08,501.12,17569.12828,8848871.3864906,13900.0
501.31,507.12,498.0,500.95,20727.32023,10406725.7648484,16482.0
500.89,502.97,494.12,502.13,20959.51386,10449587.5808573,16964.0
502.12,503.45,498.52,501.32,18866.67838,9447909.4178573,13364.0
501.5,502.09,492.7,497.14,18328.02748,9134932.2923668,15525.0
497.15,497.83,487.27,493.62,21449.34683,10571905.0771584,18908.0
493.93,495.44,491.06,494.74,16435.48899,8114341.1363526,14844.0
494.73,499.94,489.53,492.67,19940.98202,9860841.665949,18436.0
492.42,498.62,492.41,496.47,22598.86012,11186794.7126742,17360.0
496.78,524.48,496.49,514.59,46210.86298,23777189.1731442,35499.0
514.59,519.94,514.59,517.95,17191.14178,8891399.5855954,14771.0
517.77,521.11,513.88,515.19,12207.66754,6307201.6885293,11272.0
515.18,520.0,514.0,519.26,18885.13679,9753253.7709963,15822.0
519.27,542.0,510.01,534.0,35674.22165,18781084.8027264,32566.0
533.66,548.2,532.05,534.59,35234.55731,18941061.0737111,33822.0
534.79,538.0,527.0,537.22,24302.16386,12919378.1850623,19300.0
537.83,539.07,529.27,537.97,21844.63349,11680609.0149645,17995.0
537.68,538.89,516.0,519.93,40986.65924,21426224.3823079,30112.0
519.39,525.48,515.08,525.25,19817.75595,10319786.0102137,16307.0
525.25,530.0,519.62,523.3,14919.12577,7830291.5897987,13208.0
523.31,541.02,518.06,535.29,29662.87399,15792542.1813285,23310.0
535.42,542.02,534.27,534.82,10138.71554,5449996.5086862,8908.0
535.31,536.86,531.41,536.49,8366.91191,4466952.9822926,7477.0
536.34,544.98,534.67,542.56,13887.44736,7501142.1541088,12310.0
542.56,544.0,536.5,540.5,10919.57802,5902236.7676838,10680.0
540.5,541.03,528.0,536.18,18676.65518,9986711.1829589,15721.0
536.24,536.32,525.55,528.61,17801.38577,9441055.3867876,18841.0
528.61,529.27,521.11,524.39,11960.95127,6275260.5458346,10734.0
524.01,528.1,523.2,526.18,6616.88784,3479912.4623453,9184.0
526.32,526.44,510.48,516.19,17024.04585,8812366.8017846,17444.0
516.23,517.16,496.0,499.55,25404.59607,12859759.2264778,21205.0
500.04,503.76,483.5,486.99,41613.02849,20470269.6222325,28519.0
486.92,487.3,461.3,473.5,53070.14466,25106046.5969896,38199.0
473.82,482.66,467.49,476.19,24445.03919,11579510.3628123,20700.0
475.59,476.13,450.0,462.09,51102.68011,23478822.2072178,40450.0
462.4,475.09,460.06,466.14,20726.24693,9728712.3405179,19987.0
466.38,471.0,455.0,467.98,18634.48515,8629440.5061204,17911.0
467.98,477.0,463.51,472.59,18851.60417,8866296.7784326,14528.0
472.61,472.89,462.83,467.46,15265.20397,7153647.1446039,12719.0
467.46,475.94,467.11,474.53,10866.5677,5126586.3971086,10040.0
474.53,481.0,472.0,473.41,10121.16042,4811696.2984884,10212.0
473.4,475.81,460.0,464.54,18096.8634,8452958.2462128,14500.0
464.22,464.78,432.0,436.9,48286.82239,21498973.7561927,35077.0
436.71,446.0,432.66,440.34,26178.49802,11532591.2898938,19072.0
440.72,442.0,419.53,421.07,30389.75153,13155610.2473782,24232.0
421.73,462.96,420.52,454.29,56447.69282,25289638.8377126,42993.0
454.3,461.7,448.0,454.41,18864.47263,8575762.2783914,16890.0
454.29,456.85,444.37,449.75,16492.45664,7429176.9176287,13928.0
449.77,454.46,448.21,449.16,13042.1836,5881801.6456399,14019.0
449.16,467.93,448.51,465.4,20089.50528,9202884.9657963,20854.0
465.22,474.47,452.91,465.46,45414.31184,21027712.6583726,36171.0
465.46,470.1,456.0,460.0,19985.45683,9252610.2068493,18693.0
459.86,463.8,457.38,458.7,7918.20231,3641876.0532898,10055.0
458.7425,461.8375,453.1625,455.705,14120.667044999998,6382060.88984985,13033.0
457.625,459.875,448.945,452.71000000000004,20323.13178,9122245.726409901,16011.0
456.5075,457.9125,444.72749999999996,449.71500000000003,26525.596514999997,11862430.56296995,18989.0
455.39,455.95,440.51,446.72,32728.06125,14602615.39953,21967.0
446.1,450.0,437.21,437.82,17836.56359,7895291.8383363,14861.0
438.0,449.4,429.0,429.34,24238.33136,10618011.9692126,18016.0
429.81,434.01,425.46,427.21,17668.44555,7602117.8447562,14604.0
427.21,434.88,426.56,431.86,20368.77709,8778980.1766057,16713.0
432.14,442.2,431.0,434.13,21684.58178,9476290.4543113,13663.0
434.2,435.69,420.19,431.36,17524.85011,7521226.2238029,11602.0
431.67,437.93,429.21,436.77,10632.22532,4612534.2491292,8931.0
436.76,445.95,433.42,441.64,11277.48452,4956131.7678293,8340.0
441.36,443.96,430.5,432.6,15459.38967,6761651.4550398,13796.0
432.71,435.28,430.0,435.21,18787.39104,8123441.6745757,21341.0
435.28,436.36,431.54,435.88,9674.76374,4200899.9959403,16118.0
435.88,440.0,432.17,435.4,16740.28554,7307737.7888563,20218.0
435.4,439.77,433.54,435.98,10888.96831,4756448.2193468,14011.0
435.97,437.58,416.45,420.22,40758.76884,17407045.6318535,35376.0
420.48,425.19,419.34,421.81,17225.13733,7268132.9177392,15837.0
421.81,422.19,406.47,415.89,30331.02277,12582352.8127216,20523.0
415.59,419.0,409.11,410.81,16425.34593,6809446.013144,12827.0
411.14,415.79,404.48,414.79,32581.0575,13373089.8356949,21108.0
414.45,415.0,407.0,409.85,21837.11818,8980914.0525449,15866.0
409.85,442.0,409.23,434.77,41095.62771,17559458.6504405,28454.0
434.77,463.15,434.51,446.52,52989.99555,23804200.605514,33538.0
446.78,453.11,446.54,451.66,26865.9783,12118243.4140276,14983.0
451.66,460.0,450.2,453.54,25541.38934,11582821.3588428,17624.0
453.32,459.0,443.5,448.5,25477.25779,11499083.902669,18353.0
448.87,449.42,441.0,443.81,14725.13136,6555384.4648422,11309.0
443.98,456.0,441.05,454.09,11569.45008,5188651.1085472,9577.0
454.2,457.0,446.17,450.89,18660.3327,8431061.2097,14874.0
450.64,456.99,449.3,454.6,11884.42045,5386068.344781,9485.0
454.58,457.77,452.35,454.83,9015.91936,4104849.8748941,7353.0
455.0,455.27,443.73,450.26,20999.82421,9420307.4864245,16585.0
450.02,450.84,447.06,448.88,27290.65479,12259549.7978842,13211.0
449.47,455.8,448.45,452.1,23375.47695,10571834.7064759,16992.0
452.14,453.45,448.6,450.65,21044.31307,9488441.2626404,18674.0
451.15,453.08,444.16,452.24,24267.63706,10876711.0854847,20918.0
451.52,454.0,447.9,450.67,29648.47956,13356441.4986643,18834.0
450.7,478.0,449.24,474.43,54584.8404,25478091.2220692,39697.0
474.43,481.2,470.01,476.98,31179.67219,14780111.0495944,20837.0
476.98,481.83,474.0,476.25,21860.1679,10428918.5932246,16335.0
476.32,483.63,472.1,480.14,24123.5121,11500940.5587048,18011.0
480.5,486.98,477.38,478.95,28009.29909,13470963.4948755,20970.0
479.37,479.51,462.7,472.38,40143.62293,18948440.0331477,29406.0
472.39,472.5,465.34,468.94,28965.69533,13573522.9064071,22228.0
469.18,471.66,462.5,468.83,29060.44682,13584319.3256821,20634.0
468.81,471.31,457.0,461.82,36651.97851,17052019.7284389,28693.0
466.18,470.32,457.48,463.37666666666667,31198.365420000002,14517184.436334532,24278.666666666668
463.55,469.33,457.96,464.93333333333334,25744.752330000003,11982349.144230165,19864.333333333336
460.92,468.34,458.44,466.49,20291.13924,9447513.8521258,15450.0
466.66,482.7,466.45,473.45,33282.74252,15819658.5994382,25265.0
473.21,476.0,470.01,473.93,20949.87451,9916481.5535398,16484.0
473.93,475.67,462.96,467.38,25075.34132,11801026.4062168,21835.0
467.19,476.6,461.54,470.57,28468.59412,13375772.0808654,23033.0
470.8,475.72,469.13,472.03,22510.3838,10619703.312535,17948.0
472.02,480.0,469.52,472.81,18166.83527,8611226.3367541,17051.0
472.81,477.5,464.39,471.96,25800.59684,12155977.3255297,22835.0
471.96,474.77,458.8,462.75,22041.65635,10256547.2829628,21624.0
462.68,470.56,461.43,467.87,8817.94192,4100044.181183,11176.0
467.79,470.51,465.3,468.0,10151.47509,4749641.5801387,9894.0
468.0,468.71,451.29,456.99,27356.77102,12564446.7002531,23959.0
456.99,464.07,455.65,463.22,22370.89939,10302744.2374269,19514.0
463.03,470.56,463.03,467.93,18605.10417,8704739.9958147,17177.0
467.94,476.0,465.98,469.16,14992.19789,7052421.8667399,15294.0
468.94,471.32,465.1,470.47,6952.20046,3259552.7887062,8243.0
470.48,471.32,465.33,467.66,6298.21324,2945302.2755844,7192.0
467.76,472.86,467.08,470.25,9778.92735,4591445.3957079,9427.0
470.25,471.0,466.93,470.7,7487.31118,3514079.8207785,7393.0
470.69,472.4,461.5,467.6,14388.33981,6716155.023425,14163.0
467.2,470.0,464.87,465.97,17667.74782,8240407.6929769,12184.0
465.93,487.99,463.56,485.57,28009.41442,13304331.6518898,25373.0
485.57,492.89,482.22,482.64,33906.5809,16477213.8193012,26866.0
482.65,485.63,482.05,484.71,17740.68446,8590623.0734779,14524.0
484.71,486.5,484.19,486.03,19139.40878,9286380.142801,12935.0
486.09,495.98,484.1,490.17,28071.5313,13722371.8167646,20334.0
490.35,492.3,488.33,491.51,19710.95226,9666176.7737622,14084.0
491.61,492.14,485.55,486.77,26133.97856,12781180.362805,15452.0
486.55,488.98,478.67,482.77,19429.72207,9405675.4833285,14127.0
482.77,485.59,479.54,483.64,9432.15413,4544487.6514477,8203.0
483.88,484.5,478.67,482.52,11075.91899,5334019.0914855,10098.0
482.51,484.01,479.07,480.24,14294.62479,6880247.5602254,11988.0
480.27,480.35,473.01,477.14,16104.04679,7674219.540027,14504.0
477.13,484.0,468.2,471.71,19195.67432,9115777.5117903,17054.0
471.73,473.23,450.0,458.95,34391.59071,15945719.1294586,23539.0
458.5,464.0,452.95,456.6,25248.21325,11550726.3740561,18405.0
456.73,459.51,427.69,435.18,50306.15777,22401237.7479235,32095.0
435.09,441.97,431.2,440.71,31147.71327,13625578.5445332,22107.0
440.46,444.42,433.22,438.02,16721.31866,7321455.31597,12819.0
438.02,442.33,428.92,432.48,15825.98254,6897804.0190081,12120.0
432.55,440.99,430.99,432.15,16605.89941,7252960.9054159,14661.0
432.15,438.93,424.2,435.71,32789.26108,14118978.0284068,24773.0
435.94,452.69,435.67,443.98,36530.8419,16059185.3124178,21800.0
443.95,446.24,438.86,439.64,27352.13452,12074108.7569136,19999.0
439.79,439.99,432.16,436.17,24322.40447,10627887.5087242,17237.0
436.19,445.42,435.66,444.99,21422.05588,9437477.153216,13782.0
444.99,445.36,437.2,441.16,28924.89787,12736358.8421112,14818.0
441.19,441.57,429.0,432.14,36525.37408,15924786.0005785,23709.0
432.01,436.42,426.5,429.43,32553.99706,14049469.9566361,19057.0
429.51,433.0,427.47,430.03,24755.36902,10644216.7812744,16420.0
430.23,434.53,426.01,428.14,26133.33572,11253054.298144,16612.0
428.01,431.76,416.94,431.14,32984.10549,14023227.1504535,20887.0
431.14,438.56,429.11,438.2,32656.15709,14200604.4695706,18220.0
438.2,439.53,433.66,437.4,21977.27975,9587150.1627097,15562.0
437.4,438.35,436.46,437.58,19931.51618,8720041.6609684,12522.0
437.57,442.47,435.64,438.46,27583.43084,12094069.3921279,15093.0
438.66,441.82,428.49,429.39,24792.86985,10795011.2610099,18359.0
429.33,434.07,424.62,432.46,23379.07161,10069796.8585331,19361.0
432.43,436.78,429.03,430.55,24666.58703,10690359.7365624,14395.0
430.63,434.0,430.15,432.42,15303.76444,6611192.0293441,13081.0
432.34,432.93,428.26,432.58,16161.09491,6963290.2648055,12985.0
432.65,436.74,432.48,436.39,22231.22392,9663852.3437712,12560.0
436.4,439.24,431.13,434.92,27383.67646,11927752.5260233,14140.0
434.91,440.0,430.3,433.19,16507.34721,7173445.5026746,12348.0
433.2,433.98,430.52,433.5,16253.06356,7023801.4805009,10629.0
433.41,437.48,433.12,436.71,28411.02339,12391098.2326609,10890.0
436.66,448.45,436.16,447.09,22227.49532,9828508.2600228,17789.0
447.08,452.99,443.65,452.96,31359.27665,14012934.9443284,14728.0
452.86,455.0,448.0,450.19,25239.81968,11358239.7385501,13586.0
450.09,453.65,447.66,449.78,16924.59188,7634333.4038858,10635.0
449.79,451.77,444.03,447.58,18770.79936,8398940.5472899,12468.0
447.67,456.23,446.25,452.82,25189.11206,11361403.7492479,16470.0
452.87,477.68,451.84,473.58,42812.99,19961763.778504,31420.0
473.5,476.99,470.1,473.6,35166.45169,16638915.7923582,22682.0
473.65,480.0,471.97,477.88,27925.65087,13279771.8949014,19481.0
478.22,480.57,473.87,478.49,22575.70945,10757558.7010192,14151.0
478.49,481.03,475.56,479.95,25005.24978,11951479.7829355,13714.0
479.92,482.38,470.22,473.99,27632.28354,13109220.4264335,18019.0
473.82,475.99,465.53,466.67,25774.6248,12192276.6574092,16773.0
467.04,473.78,465.29,473.16,33733.75409,15826251.5263246,21831.0
472.98,512.0,470.06,498.47,71916.33983,35560820.226814,50964.0
498.47,504.63,497.95,498.76,31255.81557,15650181.5418714,22765.0
498.89,515.47,498.39,505.04,37044.69118,18747402.2918458,28705.0
505.1,506.58,500.59,504.11,34841.67841,17527372.4923348,24919.0
504.11,504.5,494.21,497.87,35248.06777,17561758.4929208,25322.0
497.88,501.0,488.5,493.99,41440.29999,20510818.7563997,31377.0
493.96,499.5,481.0,483.35,43549.1916,21396973.6681192,31059.0
483.72,483.73,468.01,479.41,44013.87815,20927214.8136681,31927.0
479.4,479.49,469.02,474.27,28944.66429,13716282.4509936,21455.0
474.12,478.69,473.58,476.39,25091.84439,11948026.8525055,17253.0
476.26,481.17,475.0,479.89,24047.45304,11484869.8198384,18087.0
480.27,484.15,465.79,468.43,42054.32623,20051650.9635366,27505.0
468.43,472.89,462.57,467.85,31890.05024,14902059.0292267,21150.0
467.46,478.18,466.0,468.57,19279.72886,9050327.3749137,16321.0
468.7,469.01,458.59,466.59,27308.75312,12672974.0802541,19743.0
466.59,466.98,451.93,459.76,29571.97266,13560675.6902625,24970.0
459.76,469.48,459.0,465.16,29610.34505,13737082.5760833,19487.0
465.42,466.18,457.18,458.24,22069.72564,10219345.8856985,16051.0
457.92,471.02,444.51,445.71,38197.60252,17398999.7687607,30991.0
445.51,450.33,440.0,449.04,14114.98345,6289414.4414687,12543.0
449.04,455.53,441.18,454.7,15976.72858,7164719.1143266,13010.0
454.7,464.51,452.38,459.6,13955.74768,6412715.261226,11237.0
459.6,463.54,450.28,457.05,13281.26615,6072034.3141167,11896.0
457.05,467.43,454.99,466.2,10924.40475,5042785.0430952,11253.0
466.0,468.97,461.79,465.98,12770.41941,5944353.1921857,12171.0
465.98,468.97,460.23,460.23,7351.0741,3414996.4354728,7069.0
460.23,467.26,455.48,460.67,9707.76641,4479766.1887836,10335.0
460.84,464.44,459.6,461.1,6353.41092,2931183.9381369,6421.0
461.1,464.96,460.77,463.9,7916.33544,3669114.4538355,7247.0
463.89,472.2,462.96,468.61,16658.20894,7790321.5305072,11856.0
468.78,469.77,460.88,464.0,9537.24321,4437762.6296489,7537.0
464.08,467.06,454.19,457.47,10511.93103,4821326.4729187,10471.0
457.47,468.47,455.0,465.98,13672.32132,6341857.3252253,12748.0
