o,h,l,c,v,qav,num_trades,EMA_7,EMA_25,EMA_99,MACD,Signal_Line,MACD_above_Signal,MACD_diff_Signal,RSI,Middle_Band,STD,Upper_Band,Lower_Band
674.47,684.15,658.18,659.0,17954.86805,12106331.9232132,18427.0,632.3570583198957,559.967118598331,627.7455886783681,43.995860496462114,26.067634196232007,1,17.928226300230108,70.08985530852132,540.825,94.16963436714977,729.1642687342996,352.4857312657005
687.53,689.99,677.54,687.07,14240.20402,9761109.2705398,16752.0,646.0352937399218,569.7442633215363,628.9320769048007,47.45143689168947,30.344394735323505,1,17.107042156365964,73.50365900629092,555.2090000000001,93.39678580630026,742.0025716126006,368.4154283873995
682.3,684.19,671.16,680.62,10886.39663,7386520.7328279,13713.0,654.6814703049414,578.2731661429567,629.9658353667047,49.10351028519585,34.09621784529797,1,15.007292439897881,70.7689026341047,569.541,89.25458454390909,748.0501690878182,391.0318309121819
684.6,687.99,677.0,679.97,13538.64173,9238427.7906569,13655.0,661.003602728706,586.0959995165754,630.9659186593706,49.78643376688672,37.23426102961572,1,12.552172737270993,74.8899672723169,582.962,84.29028149012645,751.5425629802529,414.38143701974707
649.97,665.04,649.34,662.62,13880.54399,9150319.0410963,12948.0,661.4077020465295,591.9824610922235,631.5990002861831,48.37007542613867,39.46142390892032,1,8.908651517218352,71.47588658211487,594.993,76.95997313026467,748.9129462605295,441.0730537394707
683.0,684.19,672.23,678.45,9857.40197,6691185.0553709,12572.0,665.6682765348971,598.6338102389756,632.5360202804594,47.97195905744843,41.16353093862594,1,6.808428118822491,71.56241610738255,605.7105,72.5725441396074,750.8555882792148,460.5654117207852
748.67,777.68,748.0,762.23,46945.39211,35844740.8740216,42476.0,689.8087074011728,611.2181325282852,635.1298998748503,53.79666037477159,43.69015682585507,1,10.106503548916521,74.5586857842784,618.2724999999999,76.92751645645667,772.1275329129132,464.4174670870866
775.16,786.2,765.7,783.01,25340.21787,19646844.0463285,21326.0,713.1090305508797,624.4328915645709,638.0875018773532,59.40476926583938,46.83307931385193,1,12.571689951987445,73.63613738178196,632.223,80.33709362168545,792.8971872433708,471.54881275662905
820.01,826.03,807.0,812.67,22711.98718,18531201.4507975,21675.0,737.9992729131598,638.912669136527,641.5791518398062,65.48764923159513,50.56399329740057,1,14.923655934194556,74.50786927852913,646.6155,85.6890823651382,817.9936647302764,475.2373352697236
775.0,795.29,774.66,780.4,19404.42975,15289634.7943577,21897.0,748.5994546848698,649.7963099721788,644.35556880301,66.93289536736847,53.837773711394156,1,13.095121655974317,67.11246489933842,660.4590000000001,83.69799726586214,827.8549945317243,493.0630054682758
729.84,761.95,725.51,758.0,42000.30503,31207384.7770647,33804.0,750.9495910136524,658.1196707435497,646.6284574269497,65.51554809063964,56.17332858724326,1,9.342219503396379,63.681592039801,673.2035,77.66623375736135,828.5359675147226,517.8710324852773
737.47,751.71,725.76,750.7,17496.41736,12951313.755495,14805.0,750.8871932602392,665.2412345325075,648.7098882784107,63.07613870755415,57.55389061130544,1,5.52224809624871,55.41215211387295,684.8480000000001,70.24600139210342,825.340002784207,544.3559972157932
748.51,760.74,744.5,750.09,20461.34049,15405615.7573917,17610.0,750.6878949451794,671.7680626453916,650.7374905128426,60.397443165734444,58.12260112219124,1,2.2748420435432024,70.56714802664953,694.4665,64.8886466652917,824.2437933305835,564.6892066694165
762.98,765.6,733.33,737.6,29290.1789,21809445.4853968,26081.0,747.4159212088846,676.8320578265154,652.4747407025857,56.614106850454164,57.820902267843834,0,-1.2067954173896709,67.49624403945391,701.693,60.9292062971481,823.5514125942962,579.8345874057038
681.43,694.8,676.36,688.97,23532.3751,16153248.3644363,20759.0,732.8044409066636,677.7657456860143,653.204645888534,49.12546322052856,56.08181445838078,0,-6.956351237852218,54.59282189597573,705.692,57.02408720975453,819.7401744195091,591.6438255804909
659.66,683.49,651.04,681.34,20059.5751,13358107.1964657,20092.0,719.9383306799978,678.0406883255516,653.7673529707632,42.08979697804534,53.28341096231369,0,-11.193613984268346,49.06320504855638,707.9300000000001,55.01175108915514,817.9535021783104,597.9064978216898
727.5,740.0,715.3,728.64,36537.0503,26618901.6783444,30747.0,722.1137480099983,681.9329430697401,655.2648059113479,39.871086423643305,50.600946054579616,0,-10.72985963093631,56.92569516557055,712.512,52.55448657296336,817.6209731459267,607.4030268540732
733.83,738.23,726.22,733.8,19219.97753,14062999.7980185,15386.0,725.0353110074986,685.9227166797601,656.835509793121,38.09003301009602,48.098763445682906,0,-10.008730435586884,57.6639425951764,713.705,52.763427275861766,819.2318545517236,608.1781454482765
718.03,728.2,705.0,713.77,22697.95301,16238987.5136342,22117.0,722.218983255624,688.0648153967016,657.9741995972586,34.66271158341249,45.41155307322883,0,-10.748841489816343,57.227230338824995,717.9705,48.80951713441907,815.5895342688382,620.3514657311619
697.36,703.49,689.03,694.05,17183.87514,11966461.2097169,15961.0,715.1767374417179,688.5252142123401,658.6957156053134,30.00936617409161,42.33111569340139,0,-12.321749519309776,52.18023255813952,721.15,44.707781378523826,810.5655627570476,631.7344372429524
706.46,707.86,678.0,683.7,19102.57451,13196910.2888813,19867.0,707.3075530812885,688.1540438883139,659.1958012932071,25.195954629192443,38.9040834805596,0,-13.708128851367157,36.190342207997745,722.385,43.216897341085,808.8187946821699,635.95120531783
676.95,692.0,671.7,689.19,16805.3948,11491462.1223213,18362.0,702.7781648109664,688.2337328199822,659.795685267343,21.57557857972222,35.43838250039212,0,-13.862803920669904,32.563931013975605,722.491,43.12822874565159,808.7474574913032,636.2345425086968
706.92,707.55,696.3,703.66,13260.31518,9297967.9958027,13780.0,702.9986236082248,689.4203687569067,660.6729715619961,19.647528072818545,32.28021161487741,0,-12.632683542058864,28.528658656687,723.6429999999999,42.24971007063879,808.1424201412775,639.1435798587223
714.34,729.88,714.02,720.48,20432.99511,14724462.9938813,20556.0,707.3689677061685,691.8095711602216,661.8691121307561,19.25481011928639,29.675131315759206,0,-10.420321196472816,37.43288590604027,725.6685,40.99829435156107,807.6650887031221,643.6719112968779
701.0,701.0,688.0,695.81,17483.46129,12129054.9664576,15472.0,704.4792257796264,692.1172964555892,662.547929888141,16.75971986943307,27.09204902649398,0,-10.332329157060911,37.079818839074235,727.328,38.93157325089592,805.1911465017918,649.4648534982082
680.43,682.71,662.0,666.66,16522.75827,11130522.832318,17121.0,695.0244193347198,690.1590428820824,662.6301712903781,12.288526997104327,24.131344620616055,0,-11.842817623511728,33.99360048758187,726.7385,39.79042311054498,806.31934622109,647.1576537789101
598.57,599.97,560.0,591.46,82503.14714,47979564.7602827,55644.0,669.1333145010399,682.56680881423,661.2067678645706,2.6465550658256234,19.83438670965797,0,-17.187831643832347,26.472071430690264,718.2,49.02458244810395,816.249164896208,620.1508351037921
595.04,597.94,577.5,596.1,28369.22044,16670218.3251065,23413.0,650.8749858757799,675.9155158285199,659.9046325072792,-4.567714168832254,14.953966533959926,0,-19.52168070279218,28.512421794326656,708.8545,53.61956167737773,816.0936233547554,601.6153766452446
598.99,599.71,575.4,580.84,17852.28038,10457079.743578,18854.0,633.3662394068349,668.6020146109415,658.3233398571336,-11.38518762426122,9.686135702315699,0,-21.07132332657692,31.72800702963937,697.263,55.03534138217989,807.3336827643598,587.1923172356403
604.0,605.2,597.2,600.51,11392.72175,6856157.9923868,9609.0,625.1521795551262,663.3641673331767,657.167073059991,-15.027650444050323,4.743378473042494,0,-19.771028917092817,36.87526385866916,688.2685,55.431441227695075,799.1313824553902,577.4056175446099
572.4,573.49,557.43,560.48,16299.44308,9203918.7272681,17585.0,608.9841346663446,655.45000061524,655.2333315987912,-20.903452933126687,-0.3859878081913424,0,-20.517465124935345,22.034856648706153,678.3925,59.77896125905008,797.9504225181001,558.8345774818999
530.26,533.0,520.26,526.2,15468.69946,8150469.8786972,17580.0,588.2881009997584,645.5076928756062,652.6526649668153,-28.003372798549663,-5.909464806263007,0,-22.093907992286656,18.524470859360775,667.1675,66.21779454553123,799.6030890910624,534.7319109089376
555.2,572.55,554.44,564.96,26029.22844,14655718.7642941,17511.0,582.4560757498189,639.3117165005596,650.8988116674791,-30.15489551022233,-10.758550947054871,0,-19.39634456316746,28.65054087400648,657.911,66.95155600566326,791.8141120113264,524.0078879886735
548.77,552.0,541.2,549.0,16490.96158,9010400.3379458,13362.0,574.0920568123641,632.364661385132,648.8608354341295,-32.77007831269839,-15.160856420183576,0,-17.60922189251481,28.96301667875271,648.481,68.40301523825353,785.2870304765071,511.6749695234929
576.37,586.73,573.0,575.47,16120.05695,9338869.0475744,15269.0,574.4365426092731,627.9881489708911,647.393018725447,-32.33399557033408,-18.59548425021368,0,-13.738511320120402,35.004295175547966,642.806,69.56542239995927,781.9368447999186,503.67515520008146
576.05,578.98,564.93,572.23,13993.4774,7980701.5605417,14919.0,573.8849069569549,623.6990605885148,645.889758350938,-31.882318258563373,-21.25285105188362,0,-10.629467206679752,33.69304556354915,637.3505,70.65426008499735,778.6590201699947,496.0419798300053
590.89,599.17,587.01,598.46,12914.56946,7653566.2490446,13916.0,580.0286802177161,621.7575943893984,644.9411631839192,-29.072687108218133,-22.816818263150527,0,-6.2558688450676065,35.798369242399716,630.8415000000001,67.73781555030308,766.3171311006063,495.36586889939394
623.59,625.44,606.95,616.77,18021.28913,11087106.1507307,17809.0,589.2140101632871,621.3739332825216,644.3777399202409,-25.07946968719864,-23.26934854796015,0,-1.8101211392384897,36.055610831742264,624.99,63.2840608518078,751.5581217036156,498.4218782963844
586.5,593.28,580.15,591.5,11688.59446,6856563.189836,11191.0,589.7855076224653,619.0759384146354,643.3201851218361,-23.68091507315546,-23.35166185299921,0,-0.32925322015625014,35.9975300024163,618.8765,60.08098431766522,739.0384686353304,498.71453136466954
600.14,614.0,600.0,607.24,22293.9521,13552059.2861622,20505.0,594.149130716849,618.1654816135095,642.5985814193994,-21.059700887530198,-22.89326965990541,1,1.8335687723752123,41.72561688854231,614.536,57.44210956762941,729.4202191352588,499.6517808647411
611.3,611.43,593.4,598.26,15142.30825,9057322.8855681,15471.0,595.1768480376368,616.6342907201627,641.7118097910113,-19.482399734831915,-22.211095674890714,1,2.728695940058799,51.16104357328233,610.264,55.15937324555735,720.5827464911147,499.94525350888534
605.9,611.5,604.27,606.52,7197.47616,4373524.971814,7736.0,598.0126360282276,615.8562683570732,641.0079735951911,-17.36568345012722,-21.242013229938017,1,3.8763297798107956,51.757404034271055,606.1305,51.93698626068627,710.0044725213725,502.25652747862745
599.93,602.94,595.64,597.79,7109.22469,4267507.8161727,7512.0,597.9569770211707,614.4665554065291,640.1436141232872,-16.205798230485357,-20.234770230047484,1,4.028971999562128,52.9231193736419,600.8370000000001,46.59382047349634,694.0246409469928,507.6493590530074
602.32,603.41,597.45,599.67,6694.4084,4012091.3910757,5883.0,598.3852327658781,613.3283588367962,639.3341418408214,-14.962403277996827,-19.180296839637354,1,4.217893561640526,49.84566767105166,594.7964999999999,37.13833290976342,669.0731658195268,520.519834180473
567.08,567.5,523.68,538.16,65155.43067,35101989.0816259,45681.0,583.3289245744086,607.5461773878118,637.310659004005,-18.72450235193901,-19.089137942097686,1,0.3646355901586773,46.19916899393773,586.914,30.751251134164153,648.4165022683283,525.4114977316717
512.56,525.0,509.01,519.0,26197.0869,13568995.0576093,20261.0,567.2466934308064,600.7349329733647,634.9444458239249,-22.98706427765501,-19.86872320920915,0,-3.118341068445858,48.70736086175941,579.531,28.218939683176643,635.9688793663532,523.0931206336467
524.67,524.86,483.5,491.34,40914.08252,20611827.0706155,33001.0,548.2700200731049,592.3199381292598,632.0723569074464,-28.27121320204617,-21.549221207776554,0,-6.721991994269615,36.234106207928185,574.525,34.23142085401768,642.9878417080354,506.06215829196464
463.17,479.89,449.06,468.16,52432.15732,24392808.1409386,37036.0,528.2425150548287,582.7691736577782,628.7941097692975,-33.93815366187357,-24.02700769859596,0,-9.911145963277612,35.28147986308353,568.128,41.2269800009736,650.5819600019472,485.6740399980529
463.91,529.0,463.82,519.65,86003.19022,43747629.6034396,57535.0,526.0943862911215,577.9138526071799,626.6112275739116,-33.883840305192734,-25.998374219915313,0,-7.885466085277422,40.68548925377118,565.0685000000001,42.48524477919424,650.0389895583886,480.0980104416116
503.83,512.04,494.19,495.94,28393.02233,14235413.2832705,22030.0,518.5557897183411,571.6081716373969,623.9978030224333,-35.34654248665129,-27.86800787326251,0,-7.478534613388778,38.08378369935333,559.8399999999999,44.290209087938656,648.4204181758772,471.2595818241226
486.42,503.28,483.96,497.09,27589.57309,13714528.1224781,18385.0,513.1893422887558,565.8760045883664,621.4596469619846,-35.99798673153589,-29.49400364491719,0,-6.5039830866187,32.82039114666303,556.6705,46.45714952343506,649.5847990468701,463.7562009531298
502.12,503.45,498.52,501.32,18866.67838,9447909.4178573,13364.0,510.22200671656685,560.910158081569,619.0568540227449,-35.76070815722585,-30.747344547378923,0,-5.013363609846927,29.453639437622357,555.4264999999999,47.63421142028362,650.6949228405672,460.15807715943265
496.78,524.48,496.49,514.59,46210.86298,23777189.1731442,35499.0,511.3140050374252,557.3470689983714,616.96751694229,-34.1087012040515,-31.41961587871344,0,-2.689085325338059,35.70180330916527,552.908,48.42857960033482,649.7651592006697,456.0508407993304
534.79,538.0,527.0,537.22,24302.16386,12919378.1850623,19300.0,517.7905037780689,555.7988329215736,615.3725666034442,-30.620448449239007,-31.259782392818558,1,0.6393339435795511,37.3078596287703,552.3190000000001,48.55009435733331,649.4191887146667,455.21881128533346
535.42,542.02,534.27,534.82,10138.71554,5449996.5086862,8908.0,522.0478778335518,554.185076542991,613.7615152713753,-27.72998890117526,-30.5538236944899,1,2.8238347933146386,38.21956473297185,550.2864999999999,48.380480326053544,647.047460652107,453.52553934789285
528.61,529.27,521.11,524.39,11960.95127,6275260.5458346,10734.0,522.6334083751638,551.8931475781457,611.9740849659478,-25.981395364644754,-29.639338028520875,1,3.6579426638761205,34.870869100688935,547.8945,48.42108332393925,644.7366666478785,451.0523333521215
473.82,482.66,467.49,476.19,24445.03919,11579510.3628123,20700.0,511.02255628137283,546.069828533673,609.2584032666289,-28.160344640985272,-29.343539351013757,1,1.1831947100284843,30.443872627854617,541.7810000000001,49.40945614801709,640.5999122960343,442.9620877039659
467.46,475.94,467.11,474.53,10866.5677,5126586.3971086,10040.0,501.89941721102963,540.5667648003135,606.5638352012962,-29.67900467639754,-29.410632416090515,0,-0.2683722603070251,29.860306424616965,534.6690000000001,48.27134312787611,631.2116862557523,438.1263137442479
421.73,462.96,420.52,454.29,56447.69282,25289638.8377126,42993.0,489.9970629082722,533.9300905849049,603.5183584972702,-32.14520265654795,-29.957546464182002,0,-2.1876561923659494,34.43450502950893,527.8085,49.50386516276657,626.8162303255331,428.80076967446684
465.46,470.1,456.0,460.0,19985.45683,9252610.2068493,18693.0,482.49779718120413,528.2431605399122,600.6479913273249,-33.25558337995301,-30.617153847336205,0,-2.6384295326168044,38.47476168151274,520.4465,47.994884187365734,616.4362683747315,424.45673162526856
446.1,450.0,437.21,437.82,17836.56359,7895291.8383363,14861.0,471.3283478859031,521.2875328060728,597.3914315007784,-35.51590350934492,-31.59690377973795,0,-3.9189997296069734,39.31651229639093,512.4245,47.711753652320475,607.8480073046409,417.000992695359
431.67,437.93,429.21,436.77,10632.22532,4612534.2491292,8931.0,462.68876091442735,514.7861841286826,594.1790028707628,-36.96583063625491,-32.670689151041344,0,-4.295141485213563,43.12677906722136,503.937,45.12013462326811,594.1772692465362,413.6967307534638
435.4,439.77,433.54,435.98,10888.96831,4756448.2193468,14011.0,456.0115706858205,508.72416996493786,591.0150228133475,-37.74357034381961,-33.685265389597,0,-4.0583049542226135,26.450886574725587,495.8465,41.78979279492667,579.4260855898533,412.2669144101467
414.45,415.0,407.0,409.85,21837.11818,8980914.0525449,15866.0,444.47117801436536,501.1184645830196,587.3917223570805,-40.00722885722422,-34.94965808312244,0,-5.057570774101777,26.095407341589393,486.3555,38.38574714588978,563.1269942917795,409.58400570822045
448.87,449.42,441.0,443.81,14725.13136,6555384.4648422,11309.0,444.30588351077404,496.7101211535566,584.520087909939,-38.61576781949594,-35.68288003039714,0,-2.9328877890987997,37.4859075535513,481.63800000000003,37.47080500028318,556.5796100005664,406.6963899994337
450.02,450.84,447.06,448.88,27290.65479,12259549.7978842,13211.0,445.44941263308056,493.0308810648215,581.8072861517402,-36.68108161820459,-35.88252034795863,0,-0.7985612702459548,37.73161145423919,478.13199999999995,37.06927378501231,552.2705475700245,403.9934524299753
474.43,481.2,470.01,476.98,31179.67219,14780111.0495944,20837.0,453.3320594748104,491.79619790598906,579.7107404287053,-32.50568836513355,-35.207153951393614,1,2.7014655862600634,41.772041128855825,477.41400000000004,36.938822452960785,551.2916449059217,403.5363550940785
469.18,471.66,462.5,468.83,29060.44682,13584319.3256821,20634.0,457.2065446061078,490.0295672978361,577.4931256201313,-29.514076119962454,-34.06853838510739,1,4.5544622651449345,34.026253094782064,477.44749999999993,36.93029107230329,551.3080821446065,403.5869178553934
473.21,476.0,470.01,473.93,20949.87451,9916481.5535398,16484.0,461.38740845458085,488.7911390441564,575.4218631077287,-26.42704001767777,-32.54023871162147,1,6.113198693943701,35.955159846842264,475.1615,35.570454515995756,546.3024090319915,404.0205909680085
471.96,474.77,458.8,462.75,22041.65635,10256547.2829628,21624.0,461.7280563409356,486.78797450229825,573.1684258455741,-24.599110991469843,-30.952013167591144,1,6.352902176121301,35.83118793674146,473.50200000000007,35.32339907350516,544.1487981470104,402.85520185298975
467.94,476.0,465.98,469.16,14992.19789,7052421.8667399,15294.0,463.5860422557017,485.43197646365996,571.0882573286626,-22.375302084993905,-29.236670951071694,1,6.86136886607779,47.99977237808002,472.1055,34.89123166507752,541.887963330155,402.32303666984495
467.2,470.0,464.87,465.97,17667.74782,8240407.6929769,12184.0,464.18203169177633,483.9349013510707,568.9858921820893,-20.63248539661538,-27.515833840180434,1,6.883348443565055,47.58546767460229,470.338,34.22236812379951,538.782736247599,401.893263752401
490.35,492.3,488.33,491.51,19710.95226,9666176.7737622,14084.0,471.01402376883226,484.51760124714224,567.4363743384475,-16.994523770146486,-25.41157182617365,1,8.417048056027163,60.1939088518843,469.184,33.019626444391626,535.2232528887832,403.14474711121676
480.27,480.35,473.01,477.14,16104.04679,7674219.540027,14504.0,472.5455178266242,483.95009345890054,565.6304468516785,-15.096923934364327,-23.348642247811785,1,8.251718313447459,54.48174877104905,466.18,28.991413610908175,524.1628272218163,408.19717277818364
440.46,444.42,433.22,438.02,16721.31866,7321455.31597,12819.0,463.9141383699681,480.41700934667745,563.0782379146449,-16.55883945978445,-21.99068169020632,1,5.431842230421868,50.04803996925442,461.34,24.69025292447509,510.72050584895015,411.9594941510498
439.79,439.99,432.16,436.17,24322.40447,10627887.5087242,17237.0,456.9781037774761,477.0133932430869,560.5400731563519,-17.663088495828333,-21.125163051330723,1,3.46207455550239,49.856431852986226,456.929,20.328423425053,497.58584685010595,416.272153149894
430.23,434.53,426.01,428.14,26133.33572,11253054.298144,16612.0,449.7685778331071,473.2539014551572,557.8920716932249,-18.967521917277736,-20.693634824520128,1,1.726112907242392,48.18686401480111,454.52650000000006,20.76691631951967,496.0603326390394,412.9926673609607
438.66,441.82,428.49,429.39,24792.86985,10795011.2610099,18359.0,444.6739333748303,469.8797551893758,555.3220302593604,-19.67364471850135,-20.489636803316376,1,0.8159920848150257,55.10662763955675,452.2695,20.930780777320578,494.1310615546412,410.4079384453588
436.4,439.24,431.13,434.92,27383.67646,11927752.5260233,14140.0,442.23545003112275,467.1905432517316,552.9139896541732,-19.56153415286741,-20.304016273226583,1,0.742482120359174,47.27116458960035,451.30100000000004,21.277634638050344,493.85626927610076,408.7457307238993
452.86,455.0,448.0,450.19,25239.81968,11358239.7385501,13586.0,444.22408752334206,465.88280915544453,550.8595098610897,-18.03265511537228,-19.849744041655725,1,1.8170889262834464,50.37841585302444,450.81050000000005,21.17939278367294,493.1692855673459,408.45171443265417
473.65,480.0,471.97,477.88,27925.65087,13279771.8949014,19481.0,452.6380656425066,466.8056699896411,549.3999196638679,-14.420426181546986,-18.76388046963398,1,4.343454288086992,50.26059763724808,452.81350000000003,21.772183430163192,496.3578668603264,409.26913313967367
472.98,512.0,470.06,498.47,71916.33983,35560820.226814,50964.0,464.09604923187993,469.24138768274565,548.3813212705904,-9.783489823917023,-16.96780234049059,1,7.184312516573566,58.0056179775281,455.89849999999996,23.667998664660075,503.2344973293201,408.5625026706798
493.96,499.5,481.0,483.35,43549.1916,21396973.6681192,31059.0,468.90953692390997,470.3266655533037,547.0806948451786,-7.245223562823185,-15.02328658495711,1,7.778063022133924,52.41365173721431,458.267,23.938464335410387,506.14392867082074,410.39007132917925
468.43,472.89,462.57,467.85,31890.05024,14902059.0292267,21150.0,468.6446526929325,470.1361528184342,545.496080948275,-6.410454001421272,-13.300720068249943,1,6.890266066828671,51.27845181991377,461.16700000000003,21.11046063973783,503.3879212794757,418.9460787205244
457.92,471.02,444.51,445.71,38197.60252,17398999.7687607,30991.0,462.91098951969934,468.257217986247,543.5003593293095,-7.449532504580247,-12.130482555516004,1,4.680950050935756,44.55132673451367,461.26200000000006,21.032371440755796,503.3267428815117,419.19725711848844
466.0,468.97,461.79,465.98,12770.41941,5944353.1921857,12171.0,463.6782421397745,468.08204737192034,541.9499521427233,-6.561750334638248,-11.016736111340453,1,4.454985776702205,50.0021526671546,462.117,20.84930570599219,503.8156114119844,420.41838858801566
468.78,469.77,460.88,464.0,9537.24321,4437762.6296489,7537.0,463.7586816048309,467.76804372792645,540.3909530998689,-5.9493654398445415,-10.003261977041271,1,4.05389653719673,43.409515595802795,461.468,20.56234463389261,502.59268926778526,420.3433107322148
463.44,464.97,450.16,451.27,24491.40132,11169758.6607193,19440.0,460.6365112036232,466.4989634411629,538.6085340378714,-6.4172762437543724,-9.286064830383891,1,2.8687885866295186,43.75332013328826,460.59000000000003,20.606300518373022,501.80260103674607,419.377398963254
474.84,478.97,471.0,476.27,16220.73776,7707424.4365953,11817.0,464.54488340271735,467.25058163799656,537.361763357114,-4.7164396799372525,-8.372139800294564,1,3.655700120357311,59.91189427312775,460.707,20.692492689018376,502.0919853780367,419.32201462196326
467.8,474.6,466.36,474.23,28962.04703,13637956.6894565,16582.0,466.966162552038,467.7874599735353,536.0991280899717,-3.4928618629302832,-7.396284212821708,1,3.903422349891425,59.85295640468053,461.28100000000006,20.910226634247756,503.10145326849556,419.46054673150456
475.57,480.0,473.0,478.32,28963.83944,13814382.4738744,13538.0,469.8046219140285,468.5976553601865,534.9435455281723,-2.1681457742446923,-6.350656525106306,1,4.1825107508616135,63.261099365750525,461.73900000000003,21.190324977037175,504.11964995407436,419.3583500459257
466.54,470.18,465.37,467.36,36017.23574,16852937.2625514,17574.0,469.1934664355214,468.5024511017106,533.5918746176089,-1.9798565791292617,-5.476496535910897,1,3.4966399567816353,59.54451762103464,461.8085,21.20720490158259,504.2229098031652,419.3940901968348
463.17,466.4,463.15,465.34,32343.04947,15049282.1360553,12154.0,468.23009982664104,468.25918563234825,532.2268371252567,-1.9709136874675437,-4.775379966222227,1,2.804466278754683,57.7840327533265,460.5,20.054155889040093,500.6083117780802,420.3916882219198
467.29,467.5,463.91,466.54,21823.48893,10155053.8356487,11815.0,467.8075748699808,468.1269405837061,530.9131003827515,-1.845720097846879,-4.189447992547157,1,2.3437278947002778,54.508354932995104,459.96999999999997,19.728670294265076,499.4273405885301,420.5126594114698
456.32,456.7,446.1,454.17,37658.15841,17010053.5876428,26253.0,464.3981811524856,467.0533297695749,529.3782383750964,-2.713380731644463,-3.8942345403666185,1,1.1808538087221554,42.85886392386002,460.77750000000003,19.10357444510884,498.9846488902177,422.57035110978234
430.0,436.0,428.64,434.96,33410.46923,14449607.5389889,17084.0,457.0386358643642,464.5846120949922,527.4898736075945,-4.894671761182224,-4.09432198452974,0,-0.8003497766524834,30.711291988094516,460.717,19.187339054722216,499.0916781094444,422.3423218905556
421.36,422.72,416.25,420.02,28529.60948,11962645.4879987,15797.0,447.7839768982732,461.1565650107621,525.3404761354426,-7.739675596162726,-4.823392706856338,0,-2.9162828893063883,30.744907266646408,460.311,19.982378789977243,500.2757575799545,420.3462424200455
411.89,415.52,407.43,409.16,36116.57259,14827677.9632037,20256.0,438.12798267370493,457.15682924070353,523.0168666127338,-10.746790559795159,-6.008072277444102,0,-4.738718282351057,31.63756961391654,459.29949999999997,22.036414474582923,503.3723289491658,415.2266710508341
414.38,420.01,410.99,413.5,32503.61217,13507134.3528134,19404.0,431.9709870052787,453.7986116068033,520.8265292804791,-12.634110938028016,-7.333280009560885,0,-5.300830928467131,38.65924934863744,458.2285,23.7384443411466,505.7053886822932,410.7516113177068
404.02,409.36,402.97,405.65,39356.32386,15990699.0451171,18537.0,425.39074025395905,450.09487225243385,518.5229986948696,-14.595013104016402,-8.78562662845199,0,-5.809386475564413,26.722740952233963,456.00149999999996,26.464923811892945,508.9313476237859,403.07165237621405
405.79,406.91,404.01,406.38,30633.13492,12414472.5549563,11069.0,420.63805519046934,446.7321897714774,516.2801387209721,-15.906773910941638,-10.20985608494992,0,-5.696917825991719,27.551815490104417,452.42650000000003,28.130769494795285,508.6880389895906,396.16496101040946
406.24,406.25,397.08,404.03,24348.64392,9830086.5363781,16935.0,416.486041392852,443.44740594290226,514.0351359465526,-16.940697347581647,-11.556024337476266,0,-5.384673010105381,29.97626314004748,447.7045,27.920691530247034,503.5458830604941,391.8631169395059
408.87,409.95,393.33,394.56,40121.75389,16255086.7301697,22290.0,411.00453104463895,439.6868362549867,511.64563322762154,-18.31313653756939,-12.907446777494892,0,-5.4056897600745,10.114224348335455,443.26500000000004,28.993001242602197,501.2510024852044,385.27899751479566
367.04,368.06,347.25,363.01,64372.01074,22965142.5045887,37911.0,399.0058982834792,433.78861808152624,508.6729205630691,-21.69652181134819,-14.665261784265553,0,-7.031260027082638,7.852053963922998,438.02299999999997,33.44922296321719,504.92144592643433,371.1245540735656
362.49,364.8,361.02,362.42,40045.55377,14534869.5511096,18583.0,389.85942371260944,428.2987243829473,505.74786215180774,-24.147133956771995,-16.561636218766843,0,-7.585497738005152,4.881656804733765,433.85849999999994,37.394076546832814,508.6466530936656,359.0703469063343
360.35,360.44,354.51,355.4,32736.36466,11680784.3151243,20192.0,381.2445677844571,422.6911301996437,502.7409049087716,-26.351948213650815,-18.51969861774364,0,-7.832249595907175,5.036144578313284,428.3295,40.445265740138275,509.22003148027653,347.43896851972346
308.79,327.0,304.45,322.44,78556.87918,24987592.0640305,39356.0,366.54342583834284,414.9795047996711,499.1348868105962,-30.408347438115413,-20.897428381817996,0,-9.510919056297418,4.03371075656203,421.25149999999996,45.893934271270304,513.0393685425406,329.46363145745937
322.09,326.33,316.0,320.41,22045.80597,7086357.7896946,15022.0,355.0100693787571,407.70492750738873,495.56038907438426,-33.40184144659207,-23.398310994772814,0,-10.003530451819259,3.244384718755981,414.7085,50.48735727883719,515.6832145576744,313.73378544232565
300.4,302.7,284.24,288.7,91059.2998,26436428.1773195,43018.0,338.43255203406784,398.5507023145127,491.4231812928966,-37.89609639401294,-26.29786807462084,0,-11.598228319392103,2.8870793235009415,405.33,55.611287286711715,516.5525745734234,294.1074254265766
259.71,263.01,253.35,260.61,60613.36425,15605215.1800252,29149.0,318.97691402555085,387.9398790595502,486.80691766703865,-43.22616968451064,-29.683528396598803,0,-13.542641287911835,2.7481164290747415,394.649,61.846449661969025,518.341899323938,270.95610067606196
293.58,304.45,286.76,287.98,87002.0901,25930570.8341345,39589.0,311.2276855191632,380.250657593431,482.83037931369785,-44.72618528607421,-32.692059774493885,0,-12.034125511580328,16.47369490148283,385.132,62.928805603935125,510.98961120787027,259.27438879212974
