o,h,l,c,v,qav,num_trades,EMA_7,EMA_25,EMA_99,MACD,Signal_Line,MACD_above_Signal,MACD_diff_Signal,RSI,Middle_Band,STD,Upper_Band,Lower_Band
1.85,1.9099,1.8311,1.8995,51107.32,95773.303605,278.0,1.7057702697067008,1.67638582893449,1.6925060116471167,0.0014607650155911145,-0.022251473894421416,1,0.02371223891001253,70.46637864185223,1.6821249999999999,0.1572079945569932,1.9965409891139863,1.3677090108860135
1.8388,1.9087,1.8088,1.8238,46180.51,86294.095756,395.0,1.7352777022800256,1.687725380554914,1.6951318914141742,0.012958788992012193,-0.015209421317134694,1,0.028168210309146888,62.33909120915394,1.6923749999999997,0.15952779290934335,2.0114305858186863,1.373319414181313
1.945,1.9532,1.8525,1.8683,60422.68,114530.429369,249.0,1.768533276710019,1.7016157358968438,1.6985952535858906,0.025369391378188055,-0.007093658778070145,1,0.0324630501562582,60.14669926650368,1.69529,0.1622988208926914,2.019887641785383,1.370692358214617
1.9248,1.9288,1.8858,1.91,103919.63,198241.295044,399.0,1.8038999575325143,1.7176452946740097,1.7028233485141728,0.03813018365934351,0.0019511097094125854,1,0.036179073949930925,69.28518242740135,1.6882899999999998,0.14863916711284422,1.9855683342256882,1.3910116657743115
1.7641,1.9994,1.7303,1.9961,145703.69,277459.46715,756.0,1.8519499681493858,1.7390648873913936,1.7086888815438894,0.05456179945045592,0.012473247657621252,1,0.04208855179283466,72.18476062036414,1.6906050000000001,0.15321652540732925,1.9970380508146586,1.3841719491853417
1.95,1.98,1.8801,1.98,49292.92,95794.145701,425.0,1.8839624761120395,1.7575983575920557,1.7141151039130116,0.06552945513351593,0.02308448915280019,1,0.042444965980715746,75.17556179775282,1.6956099999999998,0.1611548189915851,2.01791963798317,1.3733003620168296
2.0526,2.1199,2.03,2.072,57557.71,119750.590292,335.0,1.9309718570840297,1.781783099315744,1.7212728018347512,0.08071460468424907,0.03461051225908997,1,0.0461040924251591,79.24670839628752,1.72271,0.17666519003024078,2.0760403800604816,1.3693796199395183
2.0797,2.0999,2.0438,2.0851,29346.05,60828.137572,381.0,1.9695038928130222,1.8051151685991484,1.728549345798056,0.09273699131591506,0.04623580807045499,1,0.04650118324546007,76.82853355826006,1.7469900000000003,0.19158022065800126,2.130150441316003,1.3638295586839977
2.2617,2.539,2.2617,2.46,100421.9,244866.827881,803.0,2.0921279196097666,1.8554909248607525,1.7431783588820948,0.13100596099809292,0.06318983865598257,1,0.06781612234211035,88.67577509196008,1.7852899999999998,0.24853191662027516,2.28235383324055,1.2882261667594495
2.5305,2.75,2.5,2.69,152210.89,402697.210527,900.0,2.241595939707325,1.9196839306406948,1.762114791704453,0.1778434049257469,0.08612055190993545,1,0.09172285301581146,91.54203197524498,1.8398300000000003,0.3160590069824571,2.4719480139649144,1.2077119860350862
2.6,2.8,2.5759,2.6913,81292.53,221664.587819,858.0,2.3540219547804937,1.9790390128991031,1.780698495870364,0.21261640623743316,0.111419722775435,1,0.10119668346199816,91.35477069056407,1.89433,0.36322185637344073,2.6207737127468818,1.1678862872531186
2.5393,2.5745,2.4001,2.4852,85569.39,213545.748791,817.0,2.38681646608537,2.017974473445326,1.7947885259529566,0.2209962060544246,0.13333501943123294,1,0.08766118662319167,79.45896377808344,1.9411,0.37650400151644436,2.6941080030328886,1.1880919969671113
2.6489,2.6546,2.4525,2.5347,120125.46,306099.092304,981.0,2.4237873495640274,2.0577225908726087,1.8095867554338974,0.22899181894745846,0.15246637933447804,1,0.07652543961298042,80.90996475488626,1.991335,0.38568030430860606,2.762695608617212,1.219974391382788
2.789,2.81,2.65,2.6862,72651.31,202723.001729,984.0,2.4893905121730207,2.1060670069593312,1.8271190203252194,0.2447320647303486,0.17091951641365216,1,0.07381254831669642,79.85665021299614,2.043655,0.40592645882435924,2.8555079176487186,1.2318020823512819
2.65,2.6648,2.1576,2.1576,105006.62,244620.832933,1082.0,2.4064428841297656,2.1100310833470752,1.8337286399187152,0.21210767536104225,0.17915714820313017,1,0.03295052715791208,56.75265553869499,2.0726950000000004,0.39128082185641505,2.8552566437128304,1.2901333562871704
2.4616,2.6138,2.4505,2.499,78512.35,200613.502883,799.0,2.4295821630973244,2.139951769243454,1.8470340671203407,0.21136426288809806,0.18559857114012376,1,0.0257656917479743,65.50900404263137,2.11953,0.3829439633322762,2.8854179266645525,1.3536420733354477
2.687,2.7397,2.6,2.6202,73579.22,197850.831572,815.0,2.4772366223229936,2.176893940840112,1.862497385777934,0.2180414837382063,0.1920871536597403,1,0.02595433007846601,66.68293765254049,2.17089,0.37745373491330064,2.9257974698266014,1.4159825301733986
2.5547,2.581,2.265,2.43,179722.48,438653.410809,1472.0,2.4654274667422453,2.196363637698565,1.873847438062375,0.20561547176905215,0.19479281728160266,1,0.010822654487449485,60.82431307243964,2.213105,0.35511329915513223,2.9233315983102646,1.5028784016897356
2.7194,2.9615,2.6981,2.921,217632.04,611432.759013,1753.0,2.579320600056684,2.252104896337137,1.8947904893011274,0.2327048872146542,0.202375231268213,1,0.030329655946441214,66.47547116035483,2.2806550000000003,0.3548368705624131,2.9903287411248263,1.5709812588751741
3.1518,3.32,2.99,3.1251,164414.11,520818.014904,1342.0,2.715765450042513,2.319258365849665,1.919396679515105,0.26755836213967443,0.2154118574425053,1,0.05214650469716914,69.11749974957428,2.3467550000000004,0.38319428008449474,3.11314356016899,1.5803664398310109
